PANID,PANTYPE,PreTaxInc,FamSize,HH_Race,Type_Res_Poss,Male_Age,Male_Edu,Male_Occ,Male_Whc,Female_Age,Female_Edu,Female_Occ,Female_Whc,Dogs,Cats,Child_GC,Marital,TV_used,TV_hooked,Year,monetary,frequency,recency,loyality_All,loyality,CLUSTER,DISTANCE
3127183,6,11,2,1,2,7,9,11,5,3,5,1,3,2,0,8,1,5,4,1,2.88,1,19,0.3333333333,-0.348522676,4,1.4232744052
3128215,6,7,1,0,1,0,0,0,0,7,9,11,5,0,0,8,2,,,1,8,1,32,0.05,-1.24611673,4,1.9862002202
3129510,6,11,3,1,2,7,9,11,5,6,7,1,3,1,1,8,4,4,1,1,4.89,1,37,0.1428571429,-0.95194725,4,1.0626843797
3130245,6,6,1,0,1,0,0,0,0,7,9,11,5,0,0,8,2,,,1,4.58,1,32,0.5,0.1794738262,4,1.112761814
3130443,6,4,1,0,1,0,0,0,0,7,9,11,5,0,0,8,4,,,1,5.29,1,10,0.3333333333,-0.348522676,4,1.0053664314
3131474,6,8,1,0,2,0,0,0,0,7,9,11,5,0,0,8,2,,,1,4.99,1,21,0.25,-0.612520927,4,0.2816960953
3131599,5,6,2,1,2,6,8,10,4,6,7,10,4,0,0,8,2,2,2,1,5.15,1,34,0.5,0.1794738262,4,1.1592069974
3131953,6,6,1,0,2,7,9,11,5,5,4,6,3,0,0,8,3,2,,1,4.88,1,26,0.25,-0.612520927,4,0.3377321675
3132100,6,8,1,1,1,7,9,11,5,4,5,10,4,0,1,8,3,1,1,1,4.99,1,21,0.5,0.1794738262,4,0.8764684933
3132613,6,1,1,0,1,0,0,0,0,7,9,11,5,0,0,8,1,,,1,5.29,2,12,0.25,-0.612520927,4,0.8044801451
3132738,6,4,1,0,1,0,0,0,0,7,9,11,5,0,0,8,3,,,1,3.69,1,41,0.1111111111,-1.052518012,4,1.5946453903
3132951,6,5,1,0,2,0,0,0,0,7,9,11,5,0,0,8,2,,,1,5.19,1,28,0.3333333333,-0.348522676,4,0.521002099
3133041,6,8,1,0,1,0,0,0,0,7,9,11,5,0,0,8,2,,,1,2.98,4,1,0.2666666667,-0.559721277,4,2.2077624762
3133462,6,9,3,1,2,5,4,7,3,5,5,13,1,1,0,8,2,3,2,1,3.99,1,19,0.0909090909,-1.116517588,4,0.8920044375
3133603,6,4,2,1,2,6,6,2,2,5,4,13,1,0,0,8,2,4,5,1,4.99,1,21,0.25,-0.612520927,4,0.2816960953
3133652,6,7,2,1,2,5,6,10,4,5,4,1,2,1,2,8,2,3,3,1,2.94,2,14,0.2222222222,-0.700520344,4,1.4608744173
3134569,6,11,2,1,2,6,8,10,4,6,8,10,4,0,0,8,2,2,1,1,5.15,1,12,0.3333333333,-0.348522676,4,0.8696439685
3135673,6,10,2,1,2,6,4,13,1,6,5,10,4,1,0,8,4,2,1,1,4.99,1,13,0.25,-0.612520927,4,0.7500806531
3136044,0,3,2,1,1,7,9,11,5,1,6,8,2,0,0,8,1,,,1,4.99,1,17,0.5,0.1794738262,4,0.9643451516
3136408,6,9,6,1,2,4,7,1,3,3,4,13,1,0,0,2,2,1,1,1,4.99,1,17,0.125,-1.008518304,4,0.6059181825
3136622,6,7,5,1,2,3,5,8,2,3,5,1,3,0,0,6,2,2,1,1,5.19,2,23,0.2857142857,-0.499378819,4,0.2186921729
3137182,6,5,2,1,2,7,9,11,5,4,7,13,1,1,3,8,3,3,2,1,2.88,1,18,0.2,-0.770919878,4,1.4119811954
3138701,6,10,4,1,2,3,7,1,3,3,4,3,3,1,1,6,2,3,3,1,3,1,14,0.5,0.1794738262,4,1.6616194398
3300038,5,8,2,1,2,5,6,10,4,5,4,10,4,0,0,8,2,8,8,1,3.97,1,48,0.1,-1.087717779,4,1.9522844614
3301283,6,9,2,1,2,5,6,4,3,5,5,7,3,0,0,8,2,4,4,1,2.88,1,18,0.5,0.1794738262,4,1.6339408577
3302208,5,10,2,1,2,4,4,3,3,4,5,1,3,1,0,8,2,3,4,1,3.88,1,20,0.2,-0.770919878,4,0.807319528
3302307,6,7,2,1,2,6,5,10,4,6,6,10,4,0,0,8,2,5,5,1,3.05,1,23,0.5,0.1794738262,4,1.5086119865
3302778,0,6,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,,,1,4.88,1,12,0.1666666667,-0.876519178,4,0.8540518004
3303081,5,9,2,1,2,4,5,2,3,4,5,13,1,1,0,8,2,6,6,1,2.98,1,28,0.1428571429,-0.95194725,4,1.3803274437
3304055,6,9,3,1,2,4,6,3,3,4,6,3,3,3,0,8,2,4,4,1,3.415,2,18,0.2857142857,-0.499378819,4,1.0969005771
3306159,6,9,2,1,2,7,9,11,5,6,8,10,4,0,1,8,4,3,3,1,4.75,1,49,0.2,-0.770919878,4,1.8630083967
3306639,6,6,2,1,2,6,5,10,4,5,6,2,2,0,3,8,2,3,3,1,1.99,2,41,0.5,0.1794738262,4,2.4211455859
3308189,5,11,2,1,2,4,6,7,3,5,6,1,2,0,1,8,2,2,2,1,3.03,1,49,0.1428571429,-0.95194725,4,2.2511005344
3308346,6,7,2,1,2,6,4,10,4,5,4,6,3,0,0,8,2,2,4,1,3,1,15,0.125,-1.008518304,4,1.4535427924
3311563,6,8,3,1,2,4,5,6,3,4,6,4,3,0,0,8,2,6,6,1,7.76,2,18,0.1333333333,-0.982118478,4,1.7028984847
3311662,0,6,2,1,2,5,6,8,2,5,5,6,3,0,0,8,2,,,1,3.88,2,6,0.3333333333,-0.348522676,4,1.4495848961
3311720,5,6,2,1,2,6,4,10,4,6,6,10,4,1,0,8,2,3,2,1,4.66,3,23,0.2307692308,-0.6734436,4,0.5804593468
3312124,5,5,2,1,1,6,6,10,4,6,3,10,4,0,0,8,2,3,3,1,3.5,1,32,0.25,-0.612520927,4,1.1766281921
3313304,6,5,2,1,2,6,3,10,4,6,4,10,4,0,0,8,2,2,1,1,3.5,1,32,0.2,-0.770919878,4,1.1820433164
3314153,6,9,2,1,2,6,4,10,4,6,7,10,4,0,0,8,2,2,2,1,4.58,1,32,0.0555555556,-1.228516846,4,0.9385857561
3314328,6,11,2,1,2,6,7,10,4,6,6,10,4,1,0,8,2,3,3,1,6.98,1,46,0.25,-0.612520927,4,2.0024155276
3314336,6,9,3,1,2,4,5,2,3,4,5,6,3,1,0,8,2,4,4,1,4.58,1,32,0.0714285714,-1.178231465,4,0.9085323614
3314575,5,12,2,1,2,4,8,1,3,5,5,3,2,0,0,8,2,4,4,1,4,1,33,0.5,0.1794738262,4,1.2937767801
3314740,6,11,3,1,2,4,7,3,2,4,5,1,2,1,3,8,2,3,3,1,4.88,1,38,0.1428571429,-0.95194725,4,1.1291773938
3315820,6,7,3,1,2,5,8,1,3,5,5,3,2,0,1,8,2,4,4,1,2.88,1,18,0.0588235294,-1.218163974,4,1.5167810326
3316232,6,3,3,1,2,6,4,10,4,6,3,10,4,0,0,8,2,2,2,1,3.88,2,17,0.1052631579,-1.071044205,4,0.9576800268
3316844,6,5,2,1,2,6,5,10,4,6,4,13,1,0,1,8,2,2,1,1,4,1,31,0.3333333333,-0.348522676,4,0.946860464
3318501,6,12,2,1,2,5,7,3,3,5,6,3,3,0,0,8,2,8,8,1,4.99,1,30,0.1428571429,-0.95194725,4,0.6230922634
3318766,6,10,2,1,2,4,6,6,3,4,7,1,3,0,0,8,2,4,4,1,5.29,1,19,0.25,-0.612520927,4,0.390162742
3319244,6,12,2,1,2,5,8,10,4,6,8,10,4,1,0,8,2,2,2,1,3.99,1,46,0.3333333333,-0.348522676,4,1.7939410342
3321745,6,8,2,1,2,6,6,13,1,6,6,13,1,0,1,8,2,4,4,1,3.88,1,2,0.125,-1.008518304,4,1.7119010308
3321836,6,7,3,1,2,5,5,2,3,5,4,1,3,0,2,8,2,4,4,1,4,1,32,0.0526315789,-1.237779943,4,1.110405983
3323667,5,6,2,1,2,6,6,10,4,6,4,8,2,0,0,8,2,4,4,1,3.605,2,5,0.2222222222,-0.700520344,4,1.568533175
3324632,6,9,5,1,2,4,7,2,2,4,7,2,3,1,1,3,2,3,3,1,4.89,1,35,0.25,-0.612520927,4,0.8842621135
3324640,6,10,2,1,2,5,4,1,3,5,4,1,3,1,0,8,2,5,4,1,4.58,1,32,0.0909090909,-1.116517588,4,0.8741935645
3325274,5,7,2,1,2,6,6,4,3,6,6,10,4,1,0,8,2,2,2,1,3.9633333333,3,16,0.2307692308,-0.6734436,4,0.9918921744
3325605,6,11,2,1,2,6,8,10,4,6,8,10,4,0,0,8,2,4,4,1,5.425,4,32,0.5714285714,0.4057580414,4,1.535962173
3326769,6,5,3,1,2,7,9,11,5,4,4,8,3,0,1,6,1,3,2,1,3.005,4,7,0.3076923077,-0.429752907,4,1.9326334184
3328674,0,11,2,1,2,5,6,1,3,5,7,1,3,1,0,8,2,,,1,5.29,1,17,0.1111111111,-1.052518012,4,0.6422290586
3328971,6,4,1,1,2,7,9,11,5,6,7,10,4,0,2,8,4,3,3,1,4.99,1,22,0.3333333333,-0.348522676,4,0.3925499006
3329987,6,5,2,1,2,7,9,11,5,6,4,10,4,0,0,8,4,2,2,1,4.3066666667,3,5,0.2727272727,-0.540521404,4,1.4603525974
3330720,6,11,2,1,2,6,8,10,4,6,4,10,4,0,0,8,2,3,3,1,3.88,1,4,0.2,-0.770919878,4,1.554669539
3336412,6,3,5,1,1,7,9,11,5,4,6,8,3,0,0,3,1,4,2,1,4.58,1,32,0.5,0.1794738262,4,1.112761814
3339366,6,7,2,1,2,5,4,6,3,5,4,4,2,0,2,8,2,2,2,1,3.665,2,32,0.1538461538,-0.917134294,4,1.1124085168
3339382,0,4,2,1,2,6,4,10,4,6,4,13,1,0,0,8,2,,,1,4.58,1,32,0.25,-0.612520927,4,0.7412115252
3339499,6,4,1,1,2,7,9,11,5,6,6,10,4,0,0,8,4,4,4,1,4.88,1,26,0.1666666667,-0.876519178,4,0.4040155278
3339614,5,3,2,1,1,7,9,11,5,4,4,3,2,0,2,3,3,4,4,1,4.4866666667,3,35,0.3,-0.454121976,4,1.074154851
3339630,6,6,2,1,2,6,6,10,4,6,6,10,4,0,0,8,2,3,3,1,5.37,1,44,0.3333333333,-0.348522676,4,1.5381006266
3340000,6,5,2,1,2,6,5,10,4,5,6,10,4,0,0,8,2,2,2,1,4.82,2,37,0.5,0.1794738262,4,1.3071172957
3341016,5,6,2,1,2,5,5,2,3,5,7,1,2,0,0,8,2,3,1,1,4.88,2,10,0.1538461538,-0.917134294,4,0.9783836238
3343830,5,6,2,1,2,6,4,13,1,6,5,13,1,1,0,8,2,2,1,1,2.88,1,19,0.2,-0.770919878,4,1.3958000962
3347088,0,12,3,1,2,6,5,1,3,6,7,13,1,1,0,8,2,,,1,3.6942857143,7,18,0.2058823529,-0.752284707,4,2.2205635574
3348300,5,6,2,1,2,4,5,13,1,4,6,6,3,0,0,8,2,5,5,1,4.88,1,38,0.3333333333,-0.348522676,4,1.12980136
3349027,0,5,1,1,2,7,9,11,5,5,6,10,4,0,0,8,3,,,1,4.89,1,38,0.5,0.1794738262,4,1.368789475
3349134,0,7,4,1,2,5,4,3,2,5,4,10,4,1,0,1,2,,,1,3.88,1,1,0.25,-0.612520927,4,1.7377403192
3349654,5,10,3,1,2,6,5,7,2,6,5,4,2,0,1,8,2,5,5,1,5.7066666667,3,0,0.2142857143,-0.725663035,4,1.7520119454
3350124,0,1,1,1,2,7,9,11,5,6,4,10,4,0,0,8,3,,,1,3.03,1,51,0.1666666667,-0.876519178,4,2.3592183334
3353698,6,6,2,1,2,6,3,7,3,6,4,13,1,0,0,8,2,1,1,1,4.58,1,32,0.0588235294,-1.218163974,4,0.9322557746
3355925,6,7,2,1,1,6,6,10,4,6,4,13,1,0,0,8,2,2,2,1,3.48,1,40,0.125,-1.008518304,4,1.6025986018
3356170,0,5,2,1,2,7,9,11,5,4,5,1,2,1,2,2,1,,,1,3.935,2,18,0.1666666667,-0.876519178,4,0.8296988097
3359356,5,8,3,1,2,7,9,11,5,4,5,7,3,1,3,3,3,3,2,1,2.77,1,7,0.2,-0.770919878,4,1.826531689
3361196,6,7,2,1,2,4,4,1,3,4,5,13,1,0,2,8,2,4,1,1,4.58,1,32,0.2,-0.770919878,4,0.7497779835
3361543,6,12,2,1,2,3,5,13,1,3,7,2,3,1,2,8,2,9,9,1,6.6533333333,3,12,0.2307692308,-0.6734436,4,1.3368714051
3361626,6,4,2,1,2,6,4,10,4,6,3,10,4,0,0,8,2,2,2,1,4.58,1,32,0.25,-0.612520927,4,0.7412115252
3361931,0,8,2,1,2,5,5,3,3,5,4,4,3,0,1,8,2,,,1,3.88,2,3,0.2222222222,-0.700520344,4,1.602369123
3368936,5,6,2,1,2,6,3,10,4,6,4,10,4,1,0,8,2,2,1,1,3.93,2,9,0.1818181818,-0.828519496,4,1.2375458551
3369835,6,8,4,1,2,4,7,2,2,4,5,3,3,2,0,3,2,5,5,1,4.99,2,2,0.3333333333,-0.348522676,4,1.5257486204
3370189,5,6,1,1,2,7,9,11,5,5,6,6,3,0,2,8,1,1,1,1,2.88,1,18,0.25,-0.612520927,4,1.4074510282
3371203,6,5,1,3,2,7,9,11,5,4,5,1,3,0,1,8,3,4,4,1,3.49,1,50,0.1111111111,-1.052518012,4,2.1865956125
3372581,6,6,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,3,3,1,6.49,2,19,0.2857142857,-0.499378819,4,0.9242153906
3374108,0,10,3,1,2,4,7,3,3,4,7,3,3,0,0,8,2,,,1,4,1,33,0.0909090909,-1.116517588,4,1.095369294
3376251,6,8,3,1,2,7,9,11,5,4,7,1,3,1,0,8,3,1,1,1,4.99,1,4,0.3333333333,-0.348522676,4,1.4000983741
3376855,6,10,2,1,2,4,8,1,3,5,7,7,3,0,0,8,2,2,2,1,4.99,2,22,0.5,0.1794738262,4,0.8485209868
3377911,6,3,5,1,1,3,5,7,2,3,4,13,1,0,1,3,2,2,1,1,4.58,1,33,0.5,0.1794738262,4,1.1543732761
3379511,6,5,3,1,1,7,9,11,5,3,5,7,3,0,0,2,3,3,2,1,4,1,32,0.1111111111,-1.052518012,4,1.0247227648
3393728,6,4,3,1,2,4,5,7,2,4,4,13,1,1,0,3,2,3,3,1,3.48,1,40,0.3333333333,-0.348522676,4,1.5913916237
3396416,6,4,2,1,1,6,2,10,4,6,4,13,1,0,0,8,2,2,2,1,5.15,1,11,0.3333333333,-0.348522676,4,0.9335949423
3396564,6,8,6,1,2,5,4,8,2,4,5,6,3,0,0,8,2,3,3,1,3.338,5,15,0.2083333333,-0.744520053,4,1.7527800264
3396630,6,5,1,1,2,6,3,10,4,7,9,11,5,0,0,8,4,3,3,1,3.99,2,14,0.2222222222,-0.700520344,4,0.9359633736
3396648,6,7,2,1,2,6,4,7,2,5,5,1,3,0,0,8,2,4,4,1,4,1,33,0.1666666667,-0.876519178,4,1.0169461917
3397604,6,7,2,1,2,7,9,11,5,5,6,2,3,0,0,8,3,2,2,1,4.32,2,20,0.5,0.1794738262,4,0.9871239212
3398040,0,9,1,1,2,7,9,11,5,4,7,2,3,1,1,8,3,,,1,4.99,1,22,0.1111111111,-1.052518012,4,0.472495846
3398115,6,8,3,1,2,4,6,7,3,5,5,4,3,1,0,3,2,4,4,1,3.5,2,32,0.1538461538,-0.917134294,4,1.1919848997
3398206,5,11,2,1,2,4,6,6,3,4,4,4,3,0,1,8,2,4,4,1,4.58,1,32,0.0769230769,-1.160824987,4,0.8985508208
3398248,6,10,2,1,2,5,4,6,3,4,5,6,3,0,1,8,2,3,2,1,3.33,2,46,0.5,0.1794738262,4,2.1165562583
3398487,0,12,2,1,2,5,8,1,3,5,7,2,3,0,0,8,2,,,1,5.29,1,3,0.0625,-1.206516992,4,1.5439684445
3398503,6,5,2,1,2,7,9,11,5,4,5,13,1,1,4,8,4,2,2,1,6.07,2,7,0.1176470588,-1.031812267,4,1.3450816636
3398735,0,7,1,1,2,7,9,11,5,5,6,10,4,0,0,8,3,,,1,3.78,2,10,0.3333333333,-0.348522676,4,1.2621773075
3398883,6,7,4,1,2,7,9,11,5,3,4,6,3,1,0,1,1,2,2,1,4,1,33,0.1428571429,-0.95194725,4,1.0362572673
3400713,6,8,5,1,2,5,7,2,3,4,7,1,3,1,0,8,2,3,1,1,4.99,1,22,0.1666666667,-0.876519178,4,0.3362087607
3401653,6,6,3,1,2,7,9,11,5,4,6,4,2,0,1,3,3,3,1,1,5.11,3,8,0.2,-0.770919878,4,1.1893755535
3402974,6,10,2,1,2,4,7,1,3,5,6,4,3,0,2,8,2,5,2,1,4.99,1,12,0.1428571429,-0.95194725,4,0.869926013
3800292,0,8,2,1,2,4,6,1,3,4,7,1,2,0,0,8,2,,,1,4.58,1,33,0.2,-0.770919878,4,0.8102504739
3800490,6,1,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,3,1,1,3.33,1,19,0.5,0.1794738262,4,1.4019236436
3800565,6,8,3,1,2,4,5,6,3,4,6,8,2,0,0,8,2,4,3,1,4.99,2,2,0.25,-0.612520927,4,1.49588911
3801381,6,6,2,1,2,6,4,10,4,6,6,10,4,0,0,8,2,4,4,1,5.76,1,18,0.5,0.1794738262,4,1.0193087484
3801423,6,8,3,1,2,5,5,9,3,5,4,3,3,0,0,8,2,3,2,1,2.88,1,19,0.25,-0.612520927,4,1.3912172401
3804989,6,8,2,1,2,6,4,10,4,6,4,10,4,2,0,8,4,3,2,1,5.37,1,13,0.1428571429,-0.95194725,4,0.8232981069
3805382,6,11,4,1,2,5,7,10,2,4,7,1,3,0,1,3,2,6,6,1,5.15,1,20,0.2,-0.770919878,4,0.3401332321
3805465,6,8,4,1,2,4,5,9,3,4,6,4,3,0,0,8,2,1,1,1,4.75,1,50,0.1428571429,-0.95194725,4,1.9521538314
3806273,6,8,3,1,2,4,6,7,3,4,5,4,3,1,0,3,2,3,3,1,6.96,1,40,0.3333333333,-0.348522676,4,1.6961828872
3806778,6,5,2,1,1,7,9,11,5,4,7,1,3,1,0,8,3,3,1,1,4.87,2,40,0.6666666667,0.7074703283,4,1.8216886906
3806992,6,2,2,1,2,6,6,10,4,6,6,10,4,1,0,8,2,2,2,1,3.05,1,45,0.0909090909,-1.116517588,4,2.0510488713
3809012,6,10,2,1,2,6,7,7,2,5,4,4,3,0,1,8,2,3,1,1,3.88,1,51,0.3333333333,-0.348522676,4,2.1406083206
3812222,6,7,3,1,2,4,5,8,2,4,5,9,3,0,1,3,2,5,5,1,3.6875,4,41,0.3076923077,-0.429752907,4,1.783147176
3812735,6,6,2,1,2,7,9,11,5,5,5,1,2,2,1,3,3,4,1,1,4.99,1,3,0.0909090909,-1.116517588,4,1.5099864827
3813527,6,8,2,1,2,5,5,4,3,4,5,3,3,1,0,8,2,2,2,1,3.99,2,39,0.1333333333,-0.982118478,4,1.3579038704
3813758,6,9,2,1,2,4,5,6,3,4,4,1,2,0,1,8,2,3,3,1,3,1,14,0.25,-0.612520927,4,1.4394911716
3813980,0,6,4,1,2,4,6,2,3,4,5,8,2,2,1,8,2,,,1,4.88,1,27,0.25,-0.612520927,4,0.3853564916
3814442,6,11,2,1,2,5,6,4,3,5,7,10,4,1,0,8,2,2,2,1,3.48,1,41,0.125,-1.008518304,4,1.6560587793
3814772,6,7,4,1,2,4,5,2,3,4,7,13,1,1,0,8,2,1,1,1,2.98,1,17,0.2,-0.770919878,4,1.3746786313
3816074,0,7,6,1,2,4,6,7,3,3,7,4,2,0,2,7,2,,,1,4,1,31,0.2,-0.770919878,4,0.9050373553
3816785,6,10,4,1,2,4,5,1,2,4,7,1,3,0,1,3,2,3,1,1,2.98,1,12,0.1666666667,-0.876519178,4,1.5339404483
3816850,0,2,2,1,1,6,2,10,4,6,2,10,4,0,0,8,2,,,1,4.99,1,17,0.5,0.1794738262,4,0.9643451516
3817387,6,9,4,1,1,4,6,6,3,4,5,8,2,0,0,3,2,3,2,1,4,1,32,0.1666666667,-0.876519178,4,0.9694538416
3817494,6,11,4,1,2,4,7,1,3,4,5,4,3,0,0,8,2,3,3,1,4.82,2,38,0.25,-0.612520927,4,1.078873764
3818252,6,8,3,1,2,3,5,1,3,3,5,6,3,1,2,3,2,5,5,1,4.29,2,32,0.5,0.1794738262,4,1.1597717763
3818286,6,9,2,1,2,4,6,13,1,4,8,1,3,0,2,8,2,2,4,1,4.58,1,32,0.3333333333,-0.348522676,4,0.7997619324
3820902,5,9,2,1,2,5,5,6,3,5,4,1,3,0,0,8,2,4,4,1,3.48,1,40,0.125,-1.008518304,4,1.6025986018
3821256,5,6,5,1,2,7,9,11,5,4,5,4,3,0,0,3,3,4,2,1,3.12,1,18,0.0384615385,-1.282670333,4,1.4169840986
3822437,6,9,4,1,2,3,5,7,3,4,5,1,2,1,1,6,2,5,1,1,4.75,1,45,0.25,-0.612520927,4,1.5816504007
3825836,6,8,3,1,2,4,5,4,3,4,5,6,3,0,2,2,2,3,2,1,3.88,1,2,0.2,-0.770919878,4,1.6784987449
3829275,0,10,4,1,2,4,5,5,3,4,4,4,3,1,0,8,2,,,1,4.58,1,32,0.5,0.1794738262,4,1.112761814
3830992,5,8,2,1,1,5,6,13,1,5,6,2,3,0,0,8,2,1,1,1,3.48,1,41,0.3333333333,-0.348522676,4,1.6452160047
3831297,5,9,2,1,2,3,5,7,3,4,4,1,2,0,0,8,2,2,2,1,4.99,1,12,0.1111111111,-1.052518012,4,0.9095810544
3831578,0,11,5,1,2,4,6,1,3,4,7,4,2,0,1,3,2,,,1,4.99,1,13,0.125,-1.008518304,4,0.8298437131
3831768,5,11,4,1,2,4,5,2,3,4,8,1,3,1,0,8,2,4,1,1,4.29,2,31,0.3333333333,-0.348522676,4,0.8136926696
3833830,5,10,2,1,2,4,5,4,3,3,5,1,3,0,4,8,2,7,7,1,3,1,15,0.1111111111,-1.052518012,4,1.4649739147
3834440,0,7,5,1,2,4,4,6,3,3,5,1,3,0,0,3,2,,,1,6,1,15,0.25,-0.612520927,4,0.8289681322
3834580,0,11,4,1,2,5,5,9,3,4,5,1,3,2,4,8,2,,,1,6,1,13,0.2,-0.770919878,4,0.9384454885
3834739,6,7,2,1,2,5,4,7,3,5,5,13,1,0,0,8,2,3,3,1,4.215,2,10,0.25,-0.612520927,4,1.0737124798
3835967,9,12,2,1,2,6,7,10,4,6,7,13,1,0,0,8,2,5,5,1,3.89,1,28,0.1666666667,-0.876519178,4,0.8689643324
3836726,6,6,5,1,2,4,4,7,3,3,3,7,3,0,0,3,2,1,1,1,4.23,2,31,0.3333333333,-0.348522676,4,0.8359013906
3837021,6,6,2,1,1,4,4,1,3,5,4,1,3,0,1,8,2,1,1,1,4.99,1,3,0.3333333333,-0.348522676,4,1.468149835
3837211,6,9,3,1,1,7,9,11,5,4,4,2,3,0,2,8,3,3,3,1,4.75,1,42,0.0769230769,-1.160824987,4,1.4653117553
3838011,0,7,1,1,2,7,9,11,5,5,8,1,3,1,1,8,1,,,1,4.75,1,49,0.25,-0.612520927,4,1.859577314
3838250,5,9,3,1,2,4,6,3,2,4,5,1,3,0,2,8,2,5,5,1,4,1,32,0.25,-0.612520927,4,0.9437559119
3838292,0,7,3,1,2,4,4,4,3,4,5,4,3,0,0,3,2,,,1,2.88,1,18,0.25,-0.612520927,4,1.4074510282
3841635,6,5,1,1,2,5,5,10,4,7,9,11,5,0,0,8,3,3,2,1,3.4533333333,3,18,0.375,-0.21652355,4,1.2534067639
3841726,6,9,5,1,2,3,7,1,3,3,6,1,2,0,0,3,2,5,3,1,3.99,1,51,0.2,-0.770919878,4,2.1002767204
3842526,0,1,1,5,1,7,9,11,5,4,4,7,3,0,0,8,1,,,1,4.99,2,12,0.2857142857,-0.499378819,4,0.8104495168
3842559,0,9,2,1,2,6,6,10,4,6,5,10,4,0,1,8,2,,,1,4.14,1,14,0.5,0.1794738262,4,1.217985907
