PANID,monetary,frequency,recency,loyality_tide,loyality_All,CLUSTER,DISTANCE
1127449,6.3333333333,18,2,0,0.2352941176,6,2.3880171635
1127456,6.9122222222,9,13,1,0,7,6.4907227295
1127555,10.485,4,10,0,0,7,4.8394158186
1127597,7.446,5,2,0,0.2,7,6.1906873857
1127696,5.39,2,2,0,1,7,6.8351201441
1127712,16.99,1,2,0,0,8,3.4460386701
1127720,8.735,4,0,0,0,7,8.5086168525
1127738,7.9033333333,30,1,0,0,6,9.7723914185
1127746,11.48,2,21,0,0,5,8.130705363
1127795,7.7233333333,3,36,0.3333333333,0.3333333333,4,6.216051095
1127803,3.728,10,2,0,0,7,8.2565867054
1127811,5.9233333333,3,23,0,1,5,6.9355760453
1127860,8.31,4,2,0,0,7,6.494882649
1127886,5.29,1,45,0,1,4,3.5187558375
1127910,17.97,1,27,0,0,5,8.8426023978
1127928,8.99,5,18,0,0,7,10.344693272
1127936,17.97,1,29,0,0,5,8.6473588511
1127969,7.144,5,3,0.6,0.2,7,5.1620871806
1127977,6.39,1,18,0,0,7,10.706645516
1127985,6.0892307692,13,5,0,0.3076923077,6,8.0290710435
1128074,9.584,5,27,0,0,5,3.4502793913
1128082,5.3190322581,31,0,0,0.1935483871,6,10.856149176
1128090,5.99,1,23,0,0,5,6.8725081953
1128181,5.64,2,5,0,1,7,4.3683858175
1128264,5.8066666667,6,5,0.1666666667,0,7,3.2513032816
1128272,7.69,2,14,1,0,7,6.857173071
1128413,11.208,5,0,0.6,0,8,7.3819563595
1128421,4.8233333333,6,0,0,0,7,8.2341396815
1128439,3.39,1,20,0,1,5,10.80326385
1128447,4.99,1,28,0,0,5,4.6386003399
1128454,3.9566666667,3,0,0,0.5,7,8.5834821921
1128462,11.55125,8,3,1,0,8,7.2934449729
1128470,8.41,5,3,0,0,7,5.5343910773
1128496,5.79,1,3,0,1,7,6.4842515012
1128538,6.5157142857,14,2,0,0.25,6,6.3742365481
1128553,8.01,10,5,0.5,0.1,7,6.1940041014
1128561,7.7833333333,3,20,0,0,5,9.0491737141
1128579,5.82625,8,2,0,0.125,7,6.7910616127
1128587,5.4578571429,28,1,0,0,6,7.7514750544
1128595,11.69,1,14,0,0,7,9.029905384
1128611,8.0675,12,2,0,0,6,8.5192900984
1128629,7.29,1,12,0,0,7,5.6985674181
1128637,5.6471428571,7,6,0,0.7142857143,7,3.0168905532
1128678,4.3233333333,9,2,0,0,7,7.5176579809
1128702,6.89,11,4,1,0,7,7.3656941299
1128736,9.0752941176,34,4,0,0,6,14.040219844
1128751,3.99,1,37,0,0,4,4.9687765018
1128777,3.79,1,21,1,0,5,9.7416608065
1128793,10.085,2,3,0,0,7,7.0447918663
1128801,6.5566666667,6,1,0,0,7,7.1453290774
1128876,5.1558333333,12,4,0,0,7,8.2017304605
1128942,17.97,3,10,0,0,8,6.5151800182
1128983,18.3375,4,3,1,0,8,1.0816074755
1128991,10.15,3,5,0,0,7,5.3894201767
1129072,8.99,4,9,0.25,0,7,3.1298336199
1129122,10.083333333,3,4,0,0,7,5.9684757401
1129148,6.74,4,34,0,0,5,6.1011895597
1129155,5.2233333333,6,1,0,0,7,7.196179347
1129163,6.0484615385,13,5,0,0.2307692308,6,8.0300598938
1129171,11.63,2,19,0,0.5,5,10.116762282
1129197,8.1,9,3,1,0,7,6.8087028577
1129205,6.2482352941,17,1,0,0.4705882353,6,3.5027567638
1129213,2.99,1,48,0,0,4,6.9105187216
1129239,8.8075,4,29,0,0.3333333333,5,2.0239727707
1129262,11.998695652,23,8,0.1363636364,0.2727272727,6,8.6627695793
1129304,7.52,10,1,0.4,0.1,7,8.7842844395
1129320,9.4458333333,12,2,0.1818181818,0.2727272727,6,8.8750866765
1129379,9.2471428571,7,7,0.8571428571,0,7,3.9082629996
1129387,17.97,1,41,0,0,4,12.321909234
1129403,6.3458333333,12,3,0,0,6,8.4524981244
1129429,5.49,1,15,0,0,7,8.0216176578
1129437,7.3233333333,3,10,0.3333333333,0,7,2.9918553714
1129452,7.0975609756,41,3,0,0.2631578947,10,6.8231522178
1129486,9.7953846154,13,0,0.4615384615,0.0769230769,6,8.2867989051
1129494,10.39,2,3,0,0,7,7.2190198105
1129544,6.45125,8,5,0.1428571429,0,7,4.3301589225
1129551,11.69,1,13,0,0,7,8.404947123
1129627,7.52,3,19,0,1,5,10.118073759
1129635,12.4825,4,12,0.25,0,7,7.5116475934
1129650,5.25,5,0,0.4,0.2,7,8.1065005074
1129676,4.8233333333,6,2,0,0,7,6.2923101085
1129692,3.9866666667,3,15,0,0,7,7.5400614878
1129718,6.617,20,2,0,0.2631578947,6,0.4679777272
1129734,5.29,1,13,0,1,7,6.4520961441
1129791,10.19,3,24,0.3333333333,0,5,4.9975733266
1129817,8.2584210526,19,3,0.2222222222,0.0555555556,6,2.5118569705
1129841,6.9205,20,0,0,0.1666666667,6,1.9390602964
1129866,2.99,3,3,0,0,7,6.279515684
1129874,8.04,2,13,0,0,7,6.0607454719
1129882,10.268235294,17,5,0.1176470588,0.2941176471,6,5.9602477961
1129916,7.02,6,2,0.2,0,7,6.2038259811
1129940,10.066,5,0,0,0.4,8,8.4104101603
1129965,6.29,1,38,0,0,4,3.7322628864
1130005,7.457,10,4,0.1,0,7,6.6085788493
1130013,2.99,3,11,0,0,7,4.7540254577
1130021,5.34,2,15,1,0,7,7.6331327282
1130039,6.1566666667,3,0,0,0,7,8.2869323515
1130088,10.365,4,1,0.75,0,8,7.6632389416
1130096,5.37,5,7,0.8,0,7,1.450171858
1130104,5.5775,8,5,0,0.75,7,4.408730122
1130153,10.59,1,30,0,0,5,2.0142528409
1130161,15.306666667,3,8,0,0,8,5.0777565245
1130179,4.2566666667,6,4,0,1,7,4.6894702101
1130195,6.936,10,10,0,0.5555555556,7,5.4939520185
1130203,5.0066666667,6,4,1,0,7,4.4170918744
1130252,8.49,1,44,0,0,4,3.6981894393
1130260,4.09,3,23,0,0.6666666667,5,7.981644096
1130278,11.03,10,3,0,0,7,8.6497855653
1130302,10.5775,4,2,0,0,8,7.1927122055
1130310,11.7375,4,8,0.6666666667,0,7,5.6734985391
1130336,7.886,5,3,0,0,7,5.343192261
1130351,12.0325,4,14,0,0,7,8.4127307477
1130377,4.49,6,19,0,0,7,11.127921768
1130385,6.54,6,2,0,0.3333333333,7,6.1621454696
1130393,5.99,1,10,0,0,7,4.4093761738
1130419,7.642,5,6,0,0.4,7,2.5540514892
1130443,5.943125,16,2,0.1666666667,0.1666666667,6,4.4069121907
1130450,6.685,6,9,0,0,7,1.5302146287
1130807,7.35,8,13,0,0.125,7,5.9387912508
1130815,3.9157142857,7,12,0,0.4285714286,7,5.0004143113
1130880,6.99,1,16,0,0,7,8.9147056421
1130914,9.32,3,28,0,0,5,1.2718761674
1130930,6.1685714286,14,9,0,0.4166666667,7,9.1121163181
1130948,4.115,4,15,0,0,7,7.3089606889
1130955,12.48,2,14,0,0,7,9.1654690611
1130963,15.367,10,5,0,0,8,6.6054013492
1130997,5.0826666667,15,0,0,0.0769230769,6,5.8550120153
1131029,13.527142857,7,0,1,0,8,6.2244605745
1131052,8.6255555556,9,15,0,0,7,8.416626866
1131060,9.2877777778,9,1,0,0,7,8.7174687896
1131094,7.815,4,26,0.25,0.25,5,3.7760972566
1131102,9.39,6,9,0.8333333333,0.1666666667,7,3.5799301052
1131128,3.94,6,17,0.1666666667,0.5,7,9.2883327088
1131185,5.79,1,3,0,1,7,6.4842515012
1131201,7.74,2,14,0,0,7,6.8258901567
1131219,8.49,1,14,0,0,7,7.5106216928
1131227,5.98,1,11,0,0,7,4.9337838286
1131235,5.5666666667,9,6,0,0.1111111111,7,4.5886593079
1131292,5.99,2,16,0,0,7,8.4811292261
1131326,7.95,5,1,0.2,0,7,7.2759062727
1131359,10.49,3,1,0.3333333333,0,8,7.6045765358
1131367,7.616,15,2,0.2142857143,0.2857142857,6,5.488155876
1131375,5.235,8,5,0,0,7,4.4236484069
1131409,11.58,2,4,0,1,8,6.4149467153
1131458,15.623333333,6,10,0,0,8,7.0247545301
1131466,5.24,2,11,0,0,7,4.2745750158
1131565,6.8781818182,11,2,0.1,0.4,7,8.5962662993
1131573,4.3685714286,21,2,0,0,6,2.2384198862
1131581,6.8344444444,9,14,0.4444444444,0.2222222222,7,7.2347470868
1131623,7.175,8,3,0.125,0.125,7,5.9906224158
1131649,14.99,1,26,1,0,5,6.4120010157
1131730,10.98,2,27,0,0,5,2.4566416497
1131755,5.74,2,11,0,0.5,7,4.2108755342
1131771,5.4233333333,6,3,0,0,7,5.2192959581
1131789,4.3233333333,3,15,1,0,7,7.4888818808
1131847,4.05,5,0,0,0,7,8.3283390169
1131896,10.602857143,7,3,0.7142857143,0,7,7.0515569872
1131961,4.39,1,29,0,0,5,5.144177457
1132035,4.99,2,3,0,0,7,5.9689018072
1132084,10.2325,4,6,0,0,7,4.6601621996
1132100,9.9833333333,6,4,0,0,7,5.6727950317
1132159,7.1427272727,11,6,0.0909090909,0.0909090909,7,6.4692205876
1132225,6.99,1,50,0,0,4,8.4663314929
1132233,5.99,1,47,0,1,4,5.4527866888
1132241,6.778,10,19,0.1,0.2,7,12.07525401
1132258,4.39,1,2,0,0,7,7.4423975237
1132266,5.4566666667,6,2,0,0.1666666667,7,6.1875299592
1132274,5.494,5,8,0,1,7,1.1300456799
1132282,9.849047619,21,3,0.2857142857,0,6,3.6034254655
1132290,4.99,1,39,0,0,4,2.7783585641
1132308,2.99,2,34,0,0,4,8.1288417439
1132316,10.48,4,3,0,0,7,6.7159786705
1132332,6.9,8,1,0,0.125,7,7.7234194992
1132373,6.09,3,1,0,0.3333333333,7,7.3217305266
1132399,5.2357142857,7,4,0,0.4285714286,7,4.6523124678
1132407,3.365,4,3,0,1,7,5.9219400386
1132472,5.1566666667,3,3,0,0.5,7,5.523403773
1132514,6.24,2,7,1,0,7,3.228624701
1132522,5.79,1,46,0,1,4,4.466196462
1132530,5.29,5,19,0,1,7,11.020361683
1132548,4.6122222222,9,8,0,0,7,4.3487671052
1132563,3.8794736842,19,1,0.8333333333,0.1111111111,6,3.1437874387
1132613,9.628,5,9,0.2,0.2,7,3.5932845805
1132639,3.99,2,19,0,0,5,11.246409189
1132670,5.815,4,2,0,0.25,7,6.1401425025
1132696,17.97,1,29,0,0,5,8.6473588511
1132704,11.94,6,3,1,0,8,6.0410959235
1132712,9.0733333333,12,1,0.5833333333,0,6,8.8076453431
1132720,9.19,4,6,1,0,7,3.8604665011
1132738,5.19,2,32,0,0,5,5.2667643724
1132746,5.7025,8,19,0.375,0.25,7,11.377704991
1132779,4.5125,4,5,0,0,7,3.6041397141
1132787,7.7833333333,6,11,0.4,0,7,3.5325481898
1132795,7.265,4,4,0.75,0,7,4.3395045478
1132803,5.0915384615,13,2,0,0.1666666667,6,7.5058458452
1132811,8.49,11,1,0,0,7,9.584725491
1132829,4.919047619,21,2,0,0,6,1.7229514337
1132837,13.49,1,14,1,0,7,10.259526101
1132845,7.365,4,6,0.5,0,7,2.577870262
1132894,5.03,3,17,0,0,7,9.2298919945
1132902,10.43,5,0,0.6,0.2,8,8.0644787797
1132910,9.1595454545,22,1,0.1363636364,0.0909090909,6,3.2348174772
1132936,4.99,2,0,0,0,7,8.6567674956
1132977,5.9947058824,17,2,0,0.2,6,3.4149851967
1132985,10.675,2,1,0,0,8,7.6412520819
1133009,8.2832,25,0,0.2173913043,0.0869565217,6,5.2961662429
1133025,12.465714286,7,1,0.1428571429,0,8,6.4947753059
1133058,5.852,5,1,0.2,0,7,7.0600397844
1133074,12.475,4,3,0,0,8,5.1582998683
1133090,8.8222222222,9,1,0,0,7,8.5616547499
1133108,7.5920689655,29,0,0.1379310345,0.1379310345,6,8.8940695086
1133116,13.09,2,17,1,0,7,11.719873979
1133124,9.98,1,44,0,0,4,4.9281717737
1133157,6.7566666667,9,8,0.1111111111,0.4444444444,7,4.1130024479
1133181,12.299090909,11,5,1,0,8,8.92439892
1133215,21.87,1,4,0,0,8,5.2572257758
1133223,6.99,2,13,0,0,7,5.8218927731
1133256,8.98,4,27,0,0.25,5,2.701731854
1133264,12.522222222,9,8,1,0,7,7.5843416096
1133280,12.99,5,4,0,0,8,4.7464772916
1133314,10.162727273,11,1,0.3636363636,0.0909090909,6,10.097591591
1133322,11.282,5,10,0,0,7,5.4821790983
1133348,9.84,12,0,0.8333333333,0.0833333333,6,9.2224658262
1133363,5.2733333333,6,4,0,0.2,7,4.286587354
1133371,6.99,5,6,0.25,0.25,7,2.2172506092
1133389,2.341,10,2,0,0,7,8.7664704239
1133405,2.99,5,0,0,0,7,8.6582561806
1133413,11.116428571,14,6,0.0714285714,0.1428571429,6,8.8962499115
1133421,6.79,16,2,0,0,6,4.3873930457
1133439,3.79,2,20,0,0,5,10.48707626
1133454,2.99,1,16,0,0,7,9.4265468436
1133470,7.8366666667,6,13,0.1666666667,0,7,5.3302596186
1133488,6.74,4,9,0.75,0,7,1.5590382067
1133496,6.99875,16,1,0,0,6,4.4843862429
1133512,6.94,8,0,0.125,0,7,8.6482851513
1133538,5.5275,8,1,0,0.125,7,7.7144803373
1133553,7.9507692308,13,2,0.3076923077,0.0769230769,6,7.5137611337
1133561,7.2566666667,3,33,0,0,5,4.7615945674
1133579,17.97,1,41,0,0,4,12.321909234
1133587,8.1625,4,1,0,0,7,7.3943206055
1133637,11.665,4,16,0.25,0,7,9.713175183
1133694,27.856,5,29,0,0,5,18.682574906
1133702,6.215,4,5,0,0,7,3.2041778581
1133710,7.6863636364,11,3,0,0.0909090909,7,8.0344589044
1133736,2.99,1,10,0,0,7,5.4298669206
1133744,11.98,1,10,0,0,7,7.296879792
1133777,6.375,6,1,0,0,7,7.1376376455
1133785,4.9446153846,13,5,0,0,6,8.1674656511
1133835,5.04,4,2,0.25,0.25,7,6.2289977131
1133868,2.69,1,26,0,0,5,7.3832640991
1133892,10.173333333,6,2,0,1,7,7.3920263524
1133918,5.4254545455,11,0,0,0.2727272727,6,9.6120839151
1133926,9.49,1,10,0,1,7,5.5896493805
1133934,4.9233333333,3,8,0,0.3333333333,7,2.3265164831
1133942,5.0266666667,3,4,0.3333333333,0,7,4.6391739327
1133959,3.595,4,1,0,0,7,7.5681536743
1133967,8.31,9,1,0.3333333333,0.1111111111,7,8.4142188833
1133975,9.8388888889,9,1,0,0.3333333333,7,8.9316707811
1134007,6.5233333333,3,24,1,0,5,5.755624264
1134023,14.99,1,25,1,0,5,6.9152843801
1134049,5.61,5,13,0,0,7,4.9849274546
1134056,3.075,6,6,0,0,7,3.8626530858
1134064,15.665,4,3,1,0,8,2.0567779333
1134098,5.4233333333,6,2,0,1,7,6.2538715825
1134106,5.29,2,19,0,1,5,10.72202802
1134114,6.547,10,12,0,0.5,7,6.4405185471
1134122,8.01,4,2,0,0.5,7,6.4123742534
1134148,7.45,5,21,0,0.5,5,8.6082415722
1134163,6.99,1,10,0,0,7,4.4828167557
1134189,31.98375,8,6,0,0.5,8,15.175387924
1134197,5.2066666667,6,5,0,0.5,7,3.3961435136
1134213,10.99,2,28,1,0,5,1.94015472
1134239,8.09625,8,0,0,0.125,7,8.8288335117
1134254,6.962,15,2,0,0.1428571429,6,5.3940914021
1134262,5.2042857143,7,1,0,0,7,7.411598954
1134320,4.6775,8,1,0,0.25,7,7.8316333256
1134346,4.12,3,18,0,0,7,10.343016379
1134429,6.14,2,1,0,0,7,7.6458605515
1134452,7.728,10,0,0,0,7,9.6382210551
1134510,11.09,2,1,1,0,8,7.2671634248
1134536,9.9722222222,9,9,0.1111111111,0.5555555556,7,5.661503149
1134544,6.4888235294,17,3,0.1176470588,0.2941176471,6,3.5643326062
1134585,3.4890909091,22,2,0,0,6,3.4340112551
1134593,9.09,3,17,0.3333333333,0.3333333333,7,9.6164411451
1134601,10.148333333,6,8,0.1666666667,0,7,4.1244287646
1134619,12.99,1,24,1,0,5,6.1784349034
1134692,14.99,1,3,1,0,8,4.0013479402
1134726,8.89,1,17,0,0,7,10.15474385
1134734,3.99,1,0,0,0,7,9.2290818376
1134783,3.99,1,18,0,0,7,10.922680231
1134825,5.99,2,20,0,0,5,9.4936726213
1134858,8.055,6,17,0.25,0,7,9.207289111
1134866,4.39,5,3,0,0,7,5.3598351048
1134882,7.31,5,3,1,0,7,5.2421684899
1134916,11.114545455,11,2,0.7272727273,0,8,9.6892620173
1136986,8.24,2,11,0,0.5,7,4.6759055081
1137000,2.99,1,3,0,0,7,7.1561909597
1137026,4.1541176471,17,1,0,0.0666666667,6,4.195573664
1137034,9.29,2,6,0.5,0,7,4.7702891917
1137042,9.99,9,3,0.5555555556,0,7,7.5328933406
1137059,1.99,1,46,0,0,4,5.7205535235
1137109,7.1625,16,1,0,0,6,4.5055915471
1137141,4.6566666667,9,8,0,0,7,4.3331122085
1137166,8.19,1,15,0,0,7,8.2461857224
1137182,4.865,4,38,0,0,4,4.5348836855
1137190,7.7608333333,12,1,0.5454545455,0,6,8.5152284125
1137208,9.07625,8,20,0.25,0,5,10.63817596
1137240,11.98,1,41,0,0,4,6.3568490574
1137257,4.99,3,33,0,0,5,6.1263450479
1137265,4.99,5,6,0,0.2,7,2.3750808974
1137273,8.2225,8,1,0.125,0.875,7,7.9928894336
1137281,7.6705263158,19,0,0.0526315789,0.1578947368,6,2.5840539857
1137307,6.986,5,8,0,0,7,0.8599046542
1137323,10.485,2,39,0,0,4,5.5236960806
1137331,8.05,3,2,0,0,7,6.6350798114
1137349,7.6533333333,3,10,0,0,7,3.1390168958
1137364,7.98,2,7,0,0,7,3.6241857273
1137398,5.989,10,1,0,0,7,8.681823947
1137448,6.14875,8,2,0,0.1666666667,7,6.7828764155
1137463,3.99,7,0,0,0,7,8.5930027398
1137497,5.165,12,0,0.25,0.0833333333,6,8.6742135442
1137539,4.49,4,12,0,0,7,4.3973866075
1137570,4.99,1,51,0,0,4,9.3870425325
1137596,4.6125,4,2,0,0,7,6.3230896365
1137612,6.44,6,0,0.6666666667,0.1666666667,7,8.1386042705
1137646,6.92,3,5,0,0,7,3.7048354045
1137653,7.7016,25,2,0,0.1818181818,6,4.7905335412
1137661,3.99,2,26,0,0,5,6.1261662081
1137679,9.61,12,1,0,0,6,8.9717953674
1137729,7.89,1,15,1,0,7,8.2132127153
1137737,7.5247058824,17,2,0,0,6,3.532591209
1137786,4.59,1,15,0,0,7,8.1466929982
1137794,7.5242857143,14,2,0,0,6,6.4569825933
1137828,7.3328571429,7,1,0,0,7,7.4417205625
1137885,10.15,8,11,0.6666666667,0.1666666667,7,5.8421435452
1137919,8.64875,8,10,0.125,0.125,7,4.3946954893
1137935,15.96,1,4,0,0,8,3.4330509889
1138008,7.59,2,28,0,0,5,2.0285493752
1138057,4.4566666667,3,6,0.3333333333,0.6666666667,7,3.3501186875
1138065,4.9066666667,6,4,0,0.1666666667,7,4.3769427192
1138081,17.97,1,29,0,0,5,8.6473588511
1138107,7.7533333333,6,5,0,0.1666666667,7,3.6057951696
1138115,6.3066666667,6,3,0.5,0,7,5.1725566004
1138131,13.145,6,10,0,0,7,7.3285265126
1138180,10.79,3,29,0.6666666667,0,5,1.6971533768
1138206,7.9866666667,3,4,0,0,7,4.8560730767
1138214,14.12625,8,1,0.625,0,8,5.9106638484
1138222,4.49,2,10,0,0,7,3.9145434722
1138230,3.74,4,6,0,0,7,3.3216550828
1138255,3.89,7,26,0,0.3333333333,5,7.9099631799
1138305,11.99,4,4,1,0,8,5.6204464908
1138339,15.185,2,14,1,0,8,10.871245204
1138347,6.3541666667,12,2,0,0.1666666667,6,8.3735909708
1138388,5.64,2,2,0,0,7,6.7549030167
1138420,7.835,24,2,0,0,6,3.8788719236
1138461,3.5375,4,10,0.5,0,7,3.4178540359
1138495,10.175,8,25,0.4285714286,0,5,7.0811027493
1138545,4.365,4,3,0,0,7,5.4503676085
1138578,3.99,16,1,0,0,6,5.113926006
1138628,5.0455555556,9,0,0,0.7777777778,7,9.1109584622
1138644,5.5233333333,3,8,0,1,7,2.2399418695
1138651,6.0233333333,3,7,0,0,7,2.2282789647
1138727,6.5,5,31,0,0,5,4.6322677861
1138768,5.9566666667,12,1,0,0.9166666667,6,8.4664316604
1138792,7.1233333333,3,6,0,0,7,2.9951390584
1138818,11.98,1,21,0,0,5,8.3463163827
1138909,3.49,2,36,0,0,4,6.0863051647
1138917,7.2527272727,11,4,0.2,0,7,7.3678709527
1138933,5.3633333333,15,1,1,0,6,5.6152625352
1138941,2.3233333333,3,32,0,0,5,7.8023467074
1138958,4.3183333333,6,4,0,0,7,4.5819041775
1138974,5.73,5,15,0,0.2,7,6.9653686613
1138982,4.47,5,2,0,0,7,6.2892305629
1138990,6.99,1,33,0,0,5,4.9330628604
1139022,4.99,1,12,0,0,7,5.7080347429
1139113,2.99,2,40,0,0,4,3.2057313824
1139121,17.97,1,40,0,0,4,12.414897217
1139154,4.485,4,10,0,0,7,2.7498470012
1139162,7.64875,8,3,0,0.125,7,6.0915425047
1139188,2.99,2,0,0,0,7,9.1451368404
1139246,5.4233333333,3,5,0,0,7,3.7015251241
1139253,4.79,1,47,0,0,4,5.4434614788
1139287,6.9233333333,3,8,0,0,7,2.1021477798
1139295,4.465,4,1,0.25,0,7,7.3159415843
1139303,4.99,6,8,0,0,7,1.5970474782
1139311,6.9866666667,3,21,0,0,5,8.2699759704
1139337,6.5566666667,21,2,0,0,6,0.6907734351
1139360,9.85,3,29,0,0.6666666667,5,1.2065155767
1139378,5.64,2,16,1,0,7,8.5297529094
1139386,7.205,18,5,0,0.3333333333,6,4.0144848562
1139428,9.6575,8,4,0,0.75,7,6.197231745
1139436,6.69,2,23,0,0,5,6.4592601879
1139451,6.8354545455,22,3,0,0.0476190476,6,2.0353025131
1139469,12.983333333,6,12,0.3333333333,0,7,7.9523810924
1139477,4.6361538462,13,3,0,0,6,7.691018616
1139501,5.34,4,4,0,1,7,4.3372887123
1139519,6.62625,40,0,0.05,0.3,10,7.7429686574
1139527,6.015,8,4,0,0.25,7,5.0829682342
1139543,8.4833333333,6,4,0,0,7,4.7928104217
1139550,9.285,2,4,0,0.5,7,5.9180796355
1139592,6.7235714286,14,1,0,0,6,6.4332212427
1139618,7.9866666667,3,47,0,1,4,6.1007139351
1139675,2.71625,8,5,0,0,7,5.5308195674
1139683,9.9833333333,3,11,0,0,7,5.2077938645
1139691,6.39,3,2,0,0.3333333333,7,6.3678652117
1139709,6.68,4,14,0,0.5,7,6.0603920006
1139725,8.5155555556,9,6,0,0,7,5.1230415174
1139766,8.7088888889,9,11,0,0.25,7,5.6282019379
1139782,5.8233333333,6,1,0,1,7,7.1960225446
1139790,8.9292857143,14,1,0.0769230769,0,6,6.8718887327
1139816,14.99,2,17,1,0,7,12.933918082
1139857,8.065625,16,5,0,0.0625,6,5.6142804535
1139881,10.315,6,10,0,0,7,4.7117698913
1140046,5.24,4,9,0,0,7,1.6435113425
1140053,4.49,2,11,0,0,7,4.4966327067
1140061,9.9833333333,3,11,0,0,7,5.2077938645
1140087,8.775,8,1,0,0,7,8.1204946959
1140095,5.7444444444,9,7,0.125,0.25,7,4.2133623921
1140111,4.54,4,7,0,0,7,2.1660761414
1140145,9.06,14,3,0.7142857143,0,6,6.9830431094
1140152,8.6066666667,6,1,0,0,7,7.5412405474
1140178,6.7666666667,9,8,0,0.375,7,4.1136442015
1140194,7.285,2,35,0,0.5,5,6.5223125584
1140202,8.09,2,39,0,0,4,3.6338653638
1140210,6.99,1,49,0,0,4,7.481911165
1140244,5.3130769231,13,0,0.1818181818,0.2727272727,6,7.690141039
1140251,4.19,1,0,1,0,7,9.2157343502
1140285,7.9285714286,7,4,0,0,7,4.8801106287
1140293,3.99,3,38,0,0.3333333333,4,4.3205375145
1140301,9.265,4,16,0.5,0,7,8.5896307827
1140319,6.49,2,35,0,0,4,6.7257936224
1140392,9.5233333333,6,6,0.8333333333,0,7,4.1251854337
1140400,6.5644444444,9,26,0,0,5,7.9831154162
1140426,8.7383333333,6,1,0.1666666667,0,7,7.5821718183
1140434,5.99,1,40,0,1,4,1.9581784417
1140442,7.5754545455,11,10,0,0.0909090909,7,6.5191573297
1140509,10.99,2,17,1,0,7,10.614803138
1140525,8.3011111111,9,4,0.4444444444,0.3333333333,7,6.1266645277
1140541,4.49,3,4,0,0,7,4.8018688094
1140574,10.7375,4,4,0.5,0,7,6.1912308883
1140590,10.525714286,7,10,0.2857142857,0.1428571429,7,5.201431033
1140616,16.99,1,26,0,0,5,8.1892870625
1140632,5.7383333333,6,4,0.5,0,7,4.2203838342
1140657,5.7233333333,3,19,0.3333333333,0.3333333333,5,10.558442605
1140665,15.6125,4,5,1,0,8,2.4658828228
1140699,6.29,1,1,0,0,7,8.0848015844
1140707,7.557,10,5,0.5555555556,0,7,6.0783912364
1140715,4.9990909091,11,9,1,0,7,6.2898077384
1140723,6.59,7,0,1,0,7,8.3594747986
1140749,3.1566666667,6,0,0,0,7,8.6629080909
1140764,2.99,1,6,0,0,7,5.4680192357
1140822,8.59,6,15,0,0,7,7.4386772031
1140830,6.21,5,16,0,0.4,7,7.9561210122
1140848,8.444,5,13,0,0.4,7,5.4598828821
1140889,3.99,1,50,0,0,4,8.5314597454
1140897,4.24,2,11,0,0.5,7,4.6099784198
1140913,9.933125,16,2,0.9375,0,6,5.6130817221
1141010,6.7838095238,21,3,0.0952380952,0.1904761905,6,1.3477147005
1141028,6.5757142857,7,20,0.1428571429,0,5,10.50207675
1141051,4.99,6,5,0,0,7,3.4441828258
1141077,7.59,1,16,0,0,7,8.990206081
1141093,5.49,2,26,0,0.5,5,4.8709427265
1141101,10.99,1,15,0,1,7,9.3783808542
1141135,6.165,4,40,0,0.5,4,3.1132322388
1141168,2.7533333333,6,0,0,0,7,8.8110241915
1141176,8.49,2,30,0,0.5,5,1.5587593682
1141184,7.19,2,12,0,1,7,5.112230873
1141192,4.8233333333,3,27,0,0,5,5.0273912238
1141200,5.99,1,9,0,0,7,4.0677442323
1141226,8.34,2,14,1,0,7,7.0304909935
1141242,6.41,3,34,0,0,5,6.0260690745
1141275,21.99,1,43,1,0,4,16.399598235
1141291,3.5671428571,14,10,0,0,7,9.6224510218
1141309,10.94,2,17,0.5,0,7,10.566564911
1141333,9.69,4,3,0.75,0.25,7,6.2579740516
1141382,11.65125,8,0,1,0,8,8.0330090605
1141390,5.4464285714,42,0,0.0512820513,0.1025641026,10,5.729483757
1141416,4.19,1,15,1,0,7,8.2686508067
1141424,10.647647059,17,4,0.0588235294,0.1764705882,6,5.7631137191
1141440,6.86,10,14,0,0.1,7,7.839902965
1141465,7.785,4,0,0,0,7,8.2712251397
1141473,14.59,1,9,1,0,8,6.8686992144
1141507,5.665,4,15,0.25,0,7,7.0307489003
1141523,10.95,5,4,0.8,0.2,7,6.2999383229
1141556,4.99,1,20,0,0,5,9.9587058082
1141564,8.49,1,3,0,0,7,6.8229635845
1141572,7.415,8,19,0.375,0.125,7,11.436274292
1141598,9.05,3,9,0,0,7,3.6152064463
1141622,5.215,4,14,0,0,7,6.1014919367
1141648,5.7983333333,12,3,0.5,0,6,8.4843464988
1141655,7.0273333333,15,5,0,0.2142857143,6,6.2514136184
1141671,11.91,3,29,0,0.5,5,2.7161897507
1141713,13.7025,8,24,1,0,5,8.7879802208
1141721,7.1366666667,6,4,0,0,7,4.3053912719
1141739,9.28,8,1,0,0.2,7,8.2962811652
1141747,5.985,2,10,0,0,7,3.543301016
1141788,6.365,4,24,0,0,5,6.0361405624
1141796,13.742857143,7,10,0.7142857143,0,8,8.0673690109
1141812,5.2395,20,2,0,0,6,1.3405398435
1141820,3.99,2,30,0,0,5,5.5407858899
1141838,3.8429166667,24,3,0,0.0476190476,6,4.6481228779
1141846,5.99,1,22,0,1,5,7.7972982081
1141895,8.435,4,10,0,0.3333333333,7,3.1523451691
