PANID,monetary,frequency,recency,loyality_tide,loyality_All,CLUSTER,DISTANCE
1143594,8.51,4,5,0,0.75,7,4.0196033922
1143628,3.25,3,31,0,0,5,6.5821895777
1143636,5.0114285714,7,13,0,0.1428571429,7,5.4843955903
1143644,8.5086666667,15,0,0.2666666667,0.0666666667,6,6.0245365268
1143669,12.148,5,3,1,0,8,5.5776693571
1143677,10.912222222,9,0,0.875,0,8,9.0998280736
1143701,4.8333333333,9,6,0,0,7,4.7415774085
1143719,2.99,1,6,0,0,7,5.4680192357
1143735,8.09,2,0,1,0,7,8.8236766831
1143743,18.915,4,4,1,0,8,1.4862519247
1143750,8.5707692308,13,7,0,0,7,8.4762543787
1143768,12.29,5,15,1,0,7,9.2979981648
1143800,8.57,3,29,0,0.5,5,1.3319158001
1143826,7.24,2,21,0,0,5,8.1521228573
1143834,8.79,4,3,0.75,0,7,5.7983202349
1143875,9.9,6,5,0,0.1666666667,7,4.9432503159
1143958,6.497,10,2,0,0.1111111111,7,7.8953945203
1143974,5.79,1,4,0,1,7,5.7394749441
1143982,12.19,2,10,0.5,0,7,6.9916892144
1143990,7.365,4,21,0.5,0.25,5,8.3345447863
1144089,9.184,5,8,0,0,7,3.0309165492
1144097,6.14,2,4,0,0,7,5.0147132403
1144105,14.97,3,8,0,0,8,5.2367466056
1144113,9.9825,4,12,0,0,7,5.5786584759
1144188,5.99,1,10,0,0,7,4.4093761738
1144196,9.97,5,3,0.4,0,7,6.3297329007
1144345,6.4425,4,10,0.5,0.25,7,2.2063111247
1144360,2.8266666667,3,19,1,0,7,11.636827059
1144386,4.39,1,10,0,0,7,4.7494969972
1144402,5.59,2,1,0,0,7,7.6673011725
1144436,14.99,1,42,1,0,4,9.3717732059
1144444,5.79,1,2,0,1,7,7.2903677841
1144451,9.99,1,27,1,0,5,2.3489578336
1144485,8.2466666667,3,32,0,0,5,3.4805541181
1144493,7.9233333333,3,1,0,0,7,7.527705763
1144501,4.52,3,18,0,0,7,10.271475402
1144519,5.1358823529,17,6,0,0,6,5.5228645686
1144535,5.79,1,24,0,1,5,6.2279617177
1144576,6.3857142857,7,10,0,0,7,2.850550583
1144592,11.58,4,2,0,0,8,6.2219342435
1144659,6.59,2,6,0,0,7,3.6222687103
1144675,3.99,2,2,0,0,7,7.0766295549
1144709,6.665,4,3,0.25,0.5,7,5.1782983661
1144725,7.385,4,41,0.25,0.25,4,3.151428592
1144733,8.99,7,2,0,0,7,6.9926422334
1144758,2.99,1,18,0,0,7,11.164761332
1144766,8.9192,25,2,0,0,6,5.2326893087
1144790,7.75125,8,2,0.5,0,7,6.9700112845
1144808,6.49,7,3,0,0,7,5.469047536
1144816,5.7566666667,9,4,0.2222222222,0.3333333333,7,5.7512175288
1144824,5.98,1,46,0,0,4,4.3866244596
1144840,21.49,1,0,1,0,8,6.0992095318
1144857,5.99,2,9,0,0,7,3.1075983051
1144865,2.99,1,35,0,0,4,7.1873641579
1144873,14.985,6,7,0.3333333333,0,8,4.7480754197
1144881,9.6466666667,3,12,0,0,7,5.617693412
1144931,6.9733333333,6,3,1,0,7,5.2851022924
1144949,8.0807142857,14,2,0.0714285714,0.0714285714,6,6.5656621303
1145029,3.79,1,12,1,0,7,6.1172871213
1145045,2.99,1,21,0,0,5,10.20357384
1145052,5.5757142857,7,9,1,0,7,2.4716100276
1145086,4.065,4,0,0,0,7,8.3777937079
1145128,6.665,4,14,0.6666666667,0,7,6.061905638
1145177,8.64,2,8,0,0,7,3.8554103351
1145185,6.855,6,10,0,1,7,2.4919359178
1145193,6.9875,4,4,0,0,7,4.2481832983
1145201,6.49,1,47,0,0,4,5.4326744999
1145227,5.5738461538,13,0,0.4166666667,0.0833333333,6,7.6571893331
1145243,1.99,1,34,0,0,4,8.5045541575
1145268,7.9066666667,6,0,0.2,0,7,8.3066495519
1145276,5.59,2,37,0,0.5,4,4.7032086394
1145318,9.6233333333,3,0,1,0,8,8.7887726986
1145359,4.59,1,46,0,0,4,4.5083590178
1145433,13.63,5,3,1,0,8,4.1502467269
1145441,6.302,5,8,0,0,7,0.2864948582
1145458,7.0328571429,7,4,0.1428571429,0.2857142857,7,4.6294014516
1145557,9.09,3,4,0.3333333333,0,7,5.3660172678
1145573,5.00625,8,1,0,0,7,7.7757024884
1145599,7.6361538462,13,3,0.5384615385,0,6,7.5548809311
1145607,9.204,5,4,0,0,7,5.0718296177
1145672,11.435,2,33,1,0,5,4.6732557387
1145698,4.2482352941,17,0,0.0588235294,0.3529411765,6,4.4593127284
1145706,4.54,4,5,0,0.5,7,3.6100876626
1145722,11.284,5,10,0,0,7,5.484046477
1145763,3.2771428571,7,1,0,0,7,7.8957376099
1145789,12.2808,25,1,0.44,0,6,7.4624804964
1145797,8.1866666667,3,4,0,0,7,4.934645069
1145805,4.9872727273,11,2,0,0,7,8.644868922
1145821,5.2122222222,9,16,0,0.125,7,8.9758050249
1145839,7.61,4,8,0,0,7,1.7449062349
1145854,4.99,6,2,0.3333333333,0.3333333333,7,6.2593521978
1145862,7.0757142857,7,10,0,0,7,2.9846988689
1145888,6.6566666667,3,12,0,0,7,4.4349858642
1145896,7.49,4,10,0.25,0,7,2.5421136595
1145904,5.39,2,22,0,0.5,5,7.9591401617
1145912,2.99,1,19,0,0,5,11.812185283
1145920,8.4011111111,9,3,0.5714285714,0.4285714286,7,6.8705044368
1145938,4.7042857143,7,9,0,0,7,2.7035958011
1145946,10.123333333,3,9,1,0,7,4.5827246526
1145961,7.98,1,39,0,0,4,3.5448596576
1145987,9.98,1,7,0,0,7,5.5937638263
1146019,22.98,1,7,0,0,8,7.062478313
1146027,3.8918604651,43,0,0,0.0243902439,10,5.0652111055
1146035,6.9866666667,3,22,0,0,5,7.3270117727
1146050,10.57,5,4,1,0,7,6.039811378
1146076,4.2233333333,3,28,0,0,5,5.3310984904
1146084,6.74,2,2,0.5,0,7,6.7622974359
1146100,7.49,1,3,1,0,7,6.5941627776
1146126,3.99,4,4,0,0,7,4.7002174671
1146134,13.656666667,6,3,1,0,8,4.4831857883
1146159,6.86,7,2,0,0.1428571429,7,6.4327226686
1146233,4.4566666667,3,15,0.6666666667,0.3333333333,7,7.4314793808
1146258,10.915,4,3,0.75,0,8,6.6891757828
1146332,10.005,12,0,0.4166666667,0.25,6,9.2638127943
1146340,6.74,2,31,0,0.5,5,3.4603130139
1146357,9.98,1,35,0,0,5,6.2802771807
1146365,5,1,5,0,0,7,5.126978192
1146415,8.89,2,1,0,0,7,8.1174235497
1146423,8.3857142857,21,0,0.125,0.25,6,2.7179215
1146449,8.49,1,26,0,0,5,3.209913136
1146464,3.99,1,4,0,0,7,6.063016739
1146472,4.49,2,7,0,0,7,3.5546427789
1146506,6.01,5,8,0.6,0,7,0.4431302636
1146654,6.99,1,32,1,0,5,4.1770020214
1146688,5.49,1,6,0,1,7,4.5877847044
1146720,5.49,1,5,0,1,7,5.1138745966
1146753,11.886666667,6,14,0.8333333333,0,7,8.34576931
1146761,4.99,1,9,0,0,7,4.2300703678
1146837,18.99,1,29,1,0,5,9.6800080784
1146860,6.448,5,10,0.4,0,7,1.9822295241
1146878,4.99,2,16,0,0,7,8.5601696903
1146886,5.89,2,32,0,0.5,5,4.7447631233
1146894,4.63,8,2,0.1666666667,0.1666666667,7,6.9510470711
1146936,8.94,4,6,0.75,0,7,3.6220353435
1146985,6.7066666667,6,9,0.1666666667,0.3333333333,7,1.5349329362
1146993,7.6233333333,3,1,1,0,7,7.502242211
1147017,7.4866666667,3,10,0,0,7,3.0634271279
1147025,10.24,6,4,1,0,7,5.8983505988
1147074,8.0533333333,3,12,1,0,7,4.8559882165
1147165,11.98,1,21,0,0,5,8.3463163827
1147173,9.564,5,20,0,0.2,5,9.3199322947
1147207,8.19,1,6,0,0,7,4.8923494395
1147231,8.09,2,7,0.5,0,7,3.6861981348
1147256,11.223333333,3,2,0.3333333333,0.6666666667,8,6.6497445276
1147272,15.38,1,14,1,0,8,11.05469667
1147280,14.08,1,11,1,0,8,8.7252334215
1147298,4.24,2,8,0,0,7,3.5257309077
1147314,6.7986363636,22,0,0.0909090909,0,6,2.4884159538
1147330,5.99,1,18,0,0,7,10.705654537
1147371,5.74,2,5,0,0.5,7,4.2842901565
1147397,6.99,1,15,0,0,7,8.0359144832
1147496,5.1125,4,7,0,0,7,1.7778531938
1147504,6.108,10,2,0,0.2,7,7.8889759003
1147512,8.7166666667,6,2,0,0,7,6.6570238113
1147553,14.99,1,26,1,0,5,6.4120010157
1147561,4.49,2,28,0,1,5,5.0806569527
1147629,13.485,2,10,0.5,0,8,7.8526123533
1147637,10.11,4,13,0,0.25,7,6.4040277549
1147645,7.8775,8,2,1,0,7,7.0384308282
1147652,6.39,1,34,0,0,5,6.0729776701
1147678,5.39,3,15,0,0,7,7.2603232187
1147702,7.5571428571,7,9,0,0.4285714286,7,2.6843717911
1147769,5.99,1,5,0,0,7,4.9962308519
1147785,6.1728571429,7,2,0,0,7,6.3959280787
1147793,10.068571429,7,9,0,0,7,4.5199516944
1147801,9.9833333333,3,12,0,0,7,5.8324241991
1147819,8.985,2,27,0,0,5,1.9275374736
1147835,6.906,5,15,0,0,7,6.991896589
1147843,17.97,1,26,0,0,5,9.104889796
1147850,6.99,1,12,1,0,7,5.6983291197
1147868,2.99,7,0,0,0,7,8.898688008
1147991,2.99,1,1,0,0,7,8.684408952
1148007,8.9890909091,11,6,0.4545454545,0.3636363636,7,6.9987777237
1148049,4.99,2,4,0,0,7,5.1501304728
1148064,7.1775,8,10,0.875,0,7,3.8230931278
1148080,9.7566666667,3,7,0.3333333333,0,7,4.2224143514
1148114,21.98,1,29,1,0,5,12.648483338
1148122,4.99,1,30,0,0,5,4.7012563265
1148130,11.99,1,21,1,0,5,8.3736199063
1148155,2.99,1,14,0,0,7,7.8145809349
1148163,4.24,4,4,0,0,7,4.5899679949
1148171,6.24,2,18,0.5,0,7,10.379741054
1148189,4.99,1,17,0,0,7,9.8520016313
1148197,9.34,2,14,1,0,7,7.4014087465
1148239,3.7566666667,3,2,0,0.3333333333,7,6.8037582164
1148247,3.0566666667,6,15,0,0.2,7,7.6870896925
1148262,5.49,2,17,0,0,7,9.4471733413
1148320,4.3233333333,3,2,0,0,7,6.6220417544
1148346,6.8252631579,19,4,0,0.2631578947,6,2.5805697963
1148361,12.13,2,1,0,0,8,6.3584708732
1148379,7.39,3,7,0,0,7,2.5396747937
1148387,3.49,2,16,0,0,7,8.8908342349
1148395,5.99,1,32,0,0,5,4.781710949
1148411,9.7233333333,3,16,0.6666666667,0,7,8.9358403887
1148429,2.99,1,36,0,0,4,6.2735936914
1148437,14.975,2,4,0,0,8,3.3195406929
1148452,9.655,4,22,0,0,5,7.1201260162
1148460,11.48,2,27,0,0,5,2.8042759322
1148478,7.3366666667,12,1,0,0.0833333333,6,8.4556003323
1148486,6.165,4,9,0.25,0,7,1.3441069116
1148494,7.7108333333,12,8,0,0.25,7,7.2274166978
1148502,6.798,10,6,0.1,0.4,7,5.5010187175
1148544,8.59,1,2,1,0,7,7.6625896562
1148551,7.6871428571,7,0,0,0.1428571429,7,8.4512854399
1148577,20.183333333,3,3,1,0,8,2.8830786744
1148585,6.3866666667,9,1,0,0.125,7,8.1405883946
1148619,5.59,2,9,0,0,7,3.155304755
1148635,7.5455555556,9,7,0.1111111111,0.3333333333,7,4.4179851021
1148643,7.14,2,6,0,0.5,7,3.7450586377
1148668,9.385,2,15,0,0,7,8.2086308361
1148684,6.4566666667,3,0,0,0,7,8.2921144556
1148734,5.79,1,22,0,1,5,7.8868440597
1148775,6.11,5,5,0.4,0,7,3.0611867316
1148817,7.19,2,0,0.5,0,7,8.6404819267
1148825,27.04,3,0,0.3333333333,0,8,10.170233728
1148866,5.9222222222,9,3,0,0,7,6.4871653816
1148890,9.74,4,14,0.5,0.25,7,7.0118255923
1148940,7,1,33,0,0,5,4.9281828995
1148981,7.83875,8,4,0.375,0,7,5.3480285514
1148999,17.97,1,40,0,0,4,12.414897217
1149005,8.81,4,16,0,0.25,7,8.4337876797
1149013,14.99,4,3,1,0,8,2.6949742446
1149021,20.985,2,5,1,0,8,4.2073429602
1149054,8.6566666667,3,13,0,0,7,5.8768968878
1149062,4.39,1,6,0,0,7,4.7930680481
1149112,6.99,1,23,0,0,5,6.4349918036
1149120,13.983333333,3,38,0,0,4,9.2101488353
1149138,7.985,2,2,0,0,7,6.9765777361
1149161,8.615,4,0,1,0,7,8.5074669255
1149211,8.1833333333,3,1,0,0,7,7.592699113
1149245,5.79,2,0,0,1,7,8.6294829687
1149252,5.09,1,4,0,0,7,5.7609482364
1149294,6.99,1,30,0,0,5,2.9081458497
1149302,12.98,1,24,0,0,5,6.1397511904
1149567,8.8566666667,3,19,0.6666666667,0,5,9.9157349616
1149609,4.99,1,28,0,0,5,4.6386003399
1149617,10.315,4,3,0.75,0.25,7,6.6303106352
1149682,11.58,1,22,0,1,5,7.3423147099
1149732,6.44,4,10,0,0.25,7,2.1965474425
1149765,8.586,5,11,0.4,0,7,3.8226897905
1149773,4.99,2,0,0,0,7,8.6567674956
1149781,5.98,1,11,0,0,7,4.9337838286
1149815,7.18,2,2,0,0,7,6.8108742766
1149831,5.7566666667,6,1,0.1666666667,0,7,7.1431739135
1149872,13.976666667,3,9,0,0,8,6.5883765429
1149880,7.99,1,16,0,0,7,9.0622858324
1149914,14.03,3,1,0,0,8,4.5207982467
1149922,10.685,2,9,0.5,0,7,5.4875177444
1149930,5.99,1,10,0,0,7,4.4093761738
1149948,4.39,2,0,0,0.5,7,8.7658856979
1149963,2.745,2,11,0,0,7,5.394920041
1149971,8.8755555556,9,1,0,0.5555555556,7,8.5887700287
1150003,5.485,2,10,0,0,7,3.6032566074
1150011,8.49,2,14,0,0,7,7.0370492608
1150037,4.39,4,13,0,1,7,5.4169801433
1150045,7.68,1,8,0,0,7,4.2332303098
1150052,6.1566666667,3,10,0,0,7,2.7629330124
1150060,7.5125,8,0,0,0,7,8.7204465125
1150086,5.39,2,0,0,0.5,7,8.6193851225
1150094,26.98,1,5,1,0,8,9.9728435353
1150102,4.04,4,3,0,0,7,5.5660705642
1150110,7.29,5,13,1,0,7,5.1376473754
1150136,6.99,1,10,1,0,7,4.547399757
1150185,53.96,1,13,1,0,1,7.4253683995
1150193,4.99,1,14,0,0,7,7.2369724909
1150276,8.59,1,10,0,0,7,5.029962483
1150284,7.2733333333,6,2,0.3333333333,0,7,6.2450896129
1150300,5.348,5,4,0,0.2,7,4.1396683663
1150318,10.023333333,6,5,1,0,7,5.0957870481
1150359,4.99,2,1,0,0,7,7.735352518
1150482,5.64,2,4,0,1,7,5.117298071
1150722,1.99,1,15,0,0,7,9.0172436182
1150854,6.99,1,15,0,0,7,8.0359144832
1150920,3.1566666667,12,0,0,0,6,9.2019123334
1151464,7.7625,4,1,0,0.25,7,7.2966250234
1151472,2.4933333333,3,0,0,0,7,9.063285788
1151480,7.386,5,3,0,0,7,5.2035737361
1151498,6.14,2,13,1,0,7,5.8133504365
1151506,8.7566666667,6,0,1,0,7,8.5622958106
1151522,3.49,1,7,0,0,7,4.8858789769
1151779,6.79,3,4,0.6666666667,0,7,4.5625136517
1151803,6.668,5,10,0,0,7,2.027201276
1151811,13.2275,4,10,0,0,7,7.3922128194
1151878,8.19,1,26,0,0,5,3.3075999086
1151894,7.31,5,6,0.2,0.2,7,2.3526835559
1151910,4.59,1,2,1,0,7,7.4366046654
1151928,5.1125,4,2,0,0.3333333333,7,6.2220229105
1151936,29.95,1,10,0,0,8,14.258051905
1152009,14.99,1,16,1,0,7,12.541114693
1152033,4.8233333333,3,1,0,0,7,7.440782159
1152041,5.62125,8,2,0.875,0,7,6.8347176149
1152058,5.7728571429,7,3,0,0,7,5.4732482355
1152108,7.0426666667,15,0,0,0.2307692308,6,5.707484519
1152132,5.49,2,6,0,0,7,3.6595734731
1152199,1.88,1,3,0,0,7,7.712864965
1152413,12.776,5,8,0,0,7,6.6172776053
1152462,3.24,4,2,0,0,7,6.7913657069
1152587,4.39,1,3,0,0,7,6.6547228345
1152652,7.49,1,1,1,0,7,8.2274462946
1152702,16.99,2,0,0,0,8,4.1607880631
1152819,8.985,2,10,0,0,7,4.5259391907
1152827,13.89,1,1,1,0,8,5.4090813461
1153114,4.99,2,8,0,0,7,3.1793182131
1153122,3.986,5,0,0,0.2,7,8.3444013947
1153163,5.49,2,2,0,0,7,6.7681797842
1153684,8.19,1,1,0,0,7,8.3339550948
1154153,4.99,1,1,0,0,7,8.1685405361
1154179,5.1566666667,3,7,0,0.3333333333,7,2.4479246315
1154187,6.6877777778,9,2,0.25,0.5,7,7.3140416547
1180018,7.4566666667,12,1,0.2,0.2,6,8.4664630653
1180034,4.8314285714,7,1,0,0.1428571429,7,7.4681370406
1180083,9.5375,4,12,0,0,7,5.2839875198
1180091,4.49,6,8,0,0,7,1.9934986171
1180166,6.99,3,17,0,0,7,9.1972430631
1180224,5.1808333333,12,6,0,0.25,7,7.4171904559
1180232,6.255,6,10,0,0.3333333333,7,2.2376514442
1180273,7.0625,4,5,0,0,7,3.3275133397
1180323,6.8633333333,15,5,1,0,6,6.2924258223
1180356,7.788,5,15,0.2,0,7,7.1365953919
1180372,5.2,10,6,0,0.4,7,5.5514459973
1180489,5.23,10,0,0.1,0.5,7,9.5613924081
1180554,2.9777777778,9,2,0,0,7,7.9547300322
1180570,3.35,1,47,0,1,4,5.9191785529
1180612,5.3788888889,9,16,0,0.3333333333,7,8.9622813677
1180653,9.98,1,26,0,0,5,3.131851012
1180729,5.61125,8,4,0,0,7,5.110332272
1180745,3.8233333333,6,10,0.8,0,7,3.278483129
1180786,8.186,5,10,0,0.4,7,2.8305422516
1180802,5.49,3,10,1,0,7,2.9445748402
1180836,9.9833333333,3,4,0,0,7,5.9032813936
1180844,6.84,2,21,0.5,0,5,8.2642860955
1180877,14.975,2,10,0,0,8,7.2083650631
1180976,6.85,5,22,0.4,0.4,5,7.8703111049
1180992,10.448181818,11,14,0.2727272727,0.0909090909,7,9.5083836562
1181008,7.4875,4,4,0,0,7,4.3727663152
1181016,10.99,2,29,1,0,5,1.7483704713
1181040,6.84,8,18,0.125,0.375,7,10.432131427
1181099,4.2566666667,3,8,0,0,7,2.7345135634
1181123,6.465,16,1,1,0,6,4.5283026452
1181172,8.59,1,50,0,0,4,8.8571072881
1181214,7.365,8,16,0,0,7,8.6027241747
1181297,5.3644444444,9,21,0,0,5,11.203355279
1181438,9.3133333333,3,12,0,0,7,5.4173299078
1181453,5.2728571429,7,4,0,0,7,4.6360673309
1181487,8.2875,4,1,1,0,7,7.4682365174
1181537,6.19,2,3,0,0,7,5.8524735087
1181602,4.99,1,47,1,0,4,5.4789712375
1181610,8.49,1,7,0,0,7,4.7050029212
1181644,14.922857143,14,5,1,0,8,10.492938639
1181677,5.335,2,21,0.5,0,5,8.8471710161
1181693,14.09,2,0,1,0,8,5.3930632915
1181727,6.84,2,19,0,0,5,10.186304968
1181768,7.5566666667,3,8,0,0,7,2.4047083487
1181826,4.3066666667,12,0,0.8333333333,0.0833333333,6,8.8708933814
1181875,7.915,8,12,1,0,7,5.3507025333
1182113,5.23,5,0,0,0,7,8.1096132591
1182121,8.1541666667,12,8,0.1666666667,0.1666666667,7,7.331246989
1182147,9.2614285714,7,0,1,0,7,8.9048417081
1182170,5.644,5,0,0,0,7,8.0724410812
1182238,7.6125,4,9,0,0.5,7,2.0201358938
1182295,11.37,1,2,0,0,8,7.0726144467
1182345,7.3328571429,7,5,1,0,7,3.942920723
1182352,6.99,3,0,0,0,7,8.3280455814
1182394,5.115,4,9,0,0.25,7,1.7180227586
1182444,6.1757142857,7,4,0,0.8571428571,7,4.6080491742
1182527,12.929,10,0,1,0,8,8.4377001487
1182634,5.2334782609,23,1,0,0.1304347826,6,3.045071382
1182642,6.14,4,19,0,0.5,5,10.562595508
1182667,3.89,16,0,1,0,6,5.4775981569
1182774,9.62,6,7,0,0,7,3.7716066818
1182816,5.3716666667,6,12,0,0.2,7,4.1686784484
1182873,7.6333333333,18,6,0,0,6,4.9188305621
1182881,5.2328571429,7,14,0,0.4285714286,7,6.3725875428
1182899,7.417,10,3,0,0.1,7,7.2590391238
1182980,6.315,4,13,0.25,0.75,7,5.0794425785
1183004,8.4566666667,3,14,0,0.3333333333,7,6.6715649243
1183012,5.815,8,0,0,1,7,8.6668144104
1183053,7.8054545455,11,4,0,0.3636363636,7,7.4756683462
1183061,7.6625,4,14,0.3333333333,0.3333333333,7,6.2113548891
1183079,5.0233333333,6,1,0,0.3333333333,7,7.2273187928
1183095,4.8516666667,42,5,0,0.5,10,6.5192711553
1183160,10.4625,4,9,0.25,0,7,4.5042455147
1183194,9.65,3,12,1,0,7,5.671411653
1183202,12.815,2,3,0,0,8,5.2046501591
1183277,6.6855555556,9,9,0,0,7,4.2040467231
1183327,10.782,5,0,0,0,8,7.7686809281
1183376,5.69,2,20,0,0,5,9.6055449952
1183475,3.39,6,8,0,1,7,3.1034817072
1183541,13.282,10,2,0.9,0,8,7.5894350989
1183632,4.37,4,5,0,1,7,3.7744631525
1183715,4.99,3,23,0,0,5,7.3895949803
1183756,10.244,5,10,0,0.2,7,4.5275665585
1183798,4.19,2,3,0,0,7,6.1761922352
1183897,5.34,4,6,0,1,7,2.569860615
1183921,9.98,1,44,0,0,4,4.9281717737
1184028,8.985,4,2,0,0,7,6.7481058753
1184069,8.54,10,7,0.8,0,7,5.716150842
1184119,4.0223076923,13,1,0.0769230769,0.3846153846,6,7.8243650494
1184168,7.29,2,42,0,0,4,1.7548532698
1184317,8.8666666667,6,0,0,0,7,8.5622609742
1184374,5.1344444444,9,3,0,0.3333333333,7,6.5663612467
1184432,5.09,10,2,0.1,0.5,7,7.9682688392
1184648,5.13,7,2,0,0,7,6.4788795952
1184655,3.63625,8,17,0,0,7,9.7901036932
1184671,4.946875,16,1,0,0.1875,6,4.7167819176
1184705,10.366666667,6,3,0,0.1666666667,7,6.6594904891
1184788,7.99,1,17,0,0,7,9.950933605
1184895,4.2757142857,7,2,0,0.1428571429,7,6.6677147507
1185041,4.69,2,3,0,0,7,6.0350538056
1185058,14.69,1,0,1,0,8,5.4936779502
1185116,8.1546666667,15,2,0.0909090909,0,6,5.6232661172
1185140,5.9411111111,9,1,0,0.2,7,8.1409845935
1185207,4.39,1,26,0,0,5,5.8808812952
1185538,4.69,2,29,0,1,5,4.8146883764
1185587,9.3325,12,2,0.0909090909,0,6,8.8387781044
1185595,4.59,1,35,1,0,4,6.8065732556
1185645,8.19,5,1,0,0,7,7.3414783163
1185694,6.5122222222,9,4,0,0,7,5.7482858514
1185801,3.2757142857,7,5,0,0,7,4.6834967198
1185819,5.49,1,11,0,1,7,5.0525284769
1185876,11.34,6,3,1,0,8,6.6041987092
1185926,4.6042857143,7,12,0.4285714286,0.4285714286,7,4.7315778588
1185934,5.39,2,34,1,0,5,6.5638700994
1186007,8.09,1,11,1,0,7,5.3482008431
1186056,5.39,5,12,0,1,7,4.1244745942
1186072,7.49,1,2,1,0,7,7.3882966666
1186106,5.649,10,4,0,0,7,6.5035741017
1186122,8.9766666667,3,5,0,0,7,4.5899366198
1186197,3.29,3,12,0.5,0.5,7,5.2780000031
1186213,6.1,10,4,0,0,7,6.4835036566
1186221,4.49,2,34,0,0.5,5,7.1336613436
1186239,4.50125,8,12,0,0.2857142857,7,5.2684655999
1186247,9.6784615385,13,14,0,0,7,10.615052353
1186304,4.7233333333,3,1,0.5,0,7,7.462229354
1186544,5.4536363636,11,8,0,0.1818181818,7,6.1009019211
1186551,6.44,4,17,0,0,7,9.0051778298
1186619,2.5188235294,17,2,0,0,6,5.2215184347
1186809,9.45,3,18,0,0.3333333333,7,10.660042934
1186858,10.1875,4,24,1,0,5,5.3141473017
1186890,6.3809090909,11,13,1,0,7,7.863675099
1186916,6.1233333333,3,30,0.6666666667,0,5,3.6038687702
1186940,8.686,5,10,0.4,0,7,3.195529207
1186981,6.29,13,1,0,0.0833333333,6,7.4229441041
1187062,3.5361538462,26,3,0,0,6,6.4702212349
1187195,17.97,1,29,0,0,5,8.6473588511
1187203,7.5816666667,6,17,0,0.6666666667,7,9.1398940069
1187211,8.2233333333,3,14,0,0,7,6.5924945767
1187351,8.95,5,0,1,0,7,8.5581752492
1187377,3.7233333333,6,9,1,0,7,2.933779946
1187419,5.5066666667,6,9,0,0,7,1.5814449838
1187427,13.98,1,50,0,0,4,11.786834776
1187443,14.99,1,51,1,0,4,13.233597448
1187500,11.88,2,29,0,0.5,5,2.5400406286
1187567,14.99,1,13,1,0,8,10.210096937
1187617,7.34,2,19,0,0,5,10.072223399
1187773,5.79,1,6,0,1,7,4.5534253964
1187799,7.5044444444,27,0,0,0.0434782609,6,6.9596593119
1187831,9.108,5,2,0,0,7,6.7347443065
1187872,9.1466666667,6,1,0,0,7,7.7330818447
1187880,3.86125,8,2,0,1,7,7.2169655403
1187922,6.94,8,1,0.125,0.25,7,7.7261160881
1188136,12.1425,8,9,0.375,0,7,6.7840894125
1188144,4.12,3,25,0,1,5,6.6695320892
1188151,7.99,4,20,0,0,5,9.1672142319
1188235,5.3976923077,13,1,0.2727272727,0.1818181818,6,7.4995736874
1188250,7.735,2,6,0,0.5,7,3.9422775973
1188276,10.037777778,9,11,1,0,7,6.3864672667
1188326,4.39,2,6,1,0,7,4.0825633963
1188417,6.99,1,30,0,0,5,2.9081458497
1188458,5.4125,4,8,0.3333333333,0,7,1.2200035662
1188524,14.49,3,17,1,0,7,12.40243271
1188581,3.6254545455,11,1,0,0,7,9.6382468625
1188888,4.39,1,12,0,0,7,5.8608729668
1188946,6.018,20,2,0.1666666667,0.5,6,0.7187990213
1188961,4.1066666667,6,12,0.8333333333,0,7,4.6190161049
1188995,2.99,8,2,0,0,7,7.4892845157
1189019,7.9866666667,3,4,0,0,7,4.8560730767
1189027,6.24,2,33,1,0,5,5.2626399971
1189209,5.0225,12,1,0,0,6,8.5434510757
1189217,6.39,1,16,0,0,7,8.8791974858
1189233,7.3995833333,24,2,0,0.3333333333,6,3.7531357155
1189258,8.566,5,27,0,0,5,3.5451964331
1189290,3.63875,8,3,0,0.1666666667,7,6.424756224
1189340,5.0465217391,23,0,0.4782608696,0.3913043478,6,3.5489680207
1189365,7.1929411765,17,8,0,0.1764705882,6,7.0510289311
1189381,5.4642857143,7,12,0,0.25,7,4.5123391761
1189423,8.2566666667,3,12,1,0,7,4.9386747159
1189498,10.306666667,3,2,0,0,8,7.5175865006
1189605,4.99,2,38,0.5,0.5,4,3.7923845731
1189621,12.686666667,3,28,1,0,5,3.5792051509
1189639,4.3875,16,4,0.0666666667,0,6,5.3114045777
1189670,5.99,2,25,0,0,5,5.1568221491
1189696,6.0233333333,6,16,0,0.1666666667,7,8.0218675429
1189746,6.519,10,0,0,0.5714285714,7,9.5271577504
1189753,6.2309090909,22,0,0.4545454545,0.0454545455,6,2.4963780153
1189795,6.39,5,3,0,0,7,5.0629959506
1189811,7.69,3,18,1,0,7,10.281812439
1189910,6.99,1,23,0,0,5,6.4349918036
1189993,5.5833333333,6,9,0,1,7,1.781024933
1190009,5.885,6,1,0,0,7,7.1399354147
1190033,7.1233333333,9,6,0.125,0,7,4.6473785418
1190066,4.55,5,9,0,0,7,1.8873925459
1190124,2.99,1,21,0,0,5,10.20357384
1190397,7.1125,4,5,0,0,7,3.3413690932
1190405,4.49,1,37,0,0,4,4.8222643904
1190470,7.215,8,9,0,0,7,3.3758732692
1190504,3.49,2,9,0,0,7,4.0956742632
1190512,17.955,2,43,0,0,4,12.368508185
1190546,4.746,5,16,0,0,7,8.0771634698
1190595,10.35,3,20,0,0,5,8.9538070329
1190629,7.13,5,4,0.4,0.4,7,4.1800100133
1190637,5.1677777778,9,7,0.1111111111,0.5555555556,7,4.3295930198
