PANID,PANTYPE,PreTaxInc,FamSize,HH_Race,Type_Res_Poss,Male_Age,Male_Edu,Male_Occ,Male_Whc,Female_Age,Female_Edu,Female_Occ,Female_Whc,Dogs,Cats,Child_GC,Marital,TV_used,TV_hooked,Year,monetary,frequency,recency,loyality_tide,loyality_All,CLUSTER,DISTANCE
3310987,6,8,2,1,2,6,6,10,4,6,6,10,4,0,0,8,2,3,3,1,7.956,5,4,0.8,0,7,4.4719537986
3310995,6,4,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,2,2,1,3.1833333333,3,7,0,0,7,3.7184456424
3311365,0,7,2,1,2,6,7,10,4,6,7,10,4,0,0,8,2,,,1,5.705,4,10,0.5,0,7,2.2352127675
3311373,0,5,2,1,2,6,6,10,4,6,6,10,4,0,0,8,2,,,1,6.59,1,5,1,0,7,5.0692553599
3311431,6,6,2,1,2,6,5,10,4,5,4,10,4,0,0,8,2,3,3,1,3.6733333333,3,6,0,0,7,3.7749626478
3311480,6,8,1,1,2,7,9,11,5,6,7,10,4,0,0,8,1,3,3,1,7.45,5,9,0,0,7,1.6168145556
3311498,0,1,2,1,2,6,3,10,4,6,4,4,2,0,0,8,2,,,1,4.3425,4,8,0,0,7,2.0659671486
3311506,5,4,2,1,2,6,6,7,2,6,3,9,2,0,0,8,2,3,3,1,5.385,4,8,0.25,0,7,1.2314994864
3311548,6,7,2,1,2,6,5,13,1,6,5,1,3,0,0,8,2,2,1,1,7.03,4,3,1,0,7,5.2731445078
3311654,6,8,1,1,2,7,9,11,5,6,7,10,4,1,0,8,4,2,1,1,3.69,3,4,0,0,7,5.1357088902
3311662,0,6,2,1,2,5,6,8,2,5,5,6,3,0,0,8,2,,,1,3.4533333333,6,5,0,0.3333333333,7,4.2265003961
3311761,6,5,1,1,2,7,9,11,5,6,6,10,4,0,0,8,4,3,3,1,3.28,1,17,0,0,7,10.198005901
3311829,5,11,4,1,2,4,5,1,3,4,4,7,3,1,2,8,2,6,6,1,6.18,5,8,0.8,0,7,0.608047907
3311886,6,7,2,1,1,6,4,10,4,6,4,10,4,0,0,8,2,4,3,1,6.87,4,4,1,0,7,4.2953952614
3311944,6,6,2,1,2,7,9,11,5,6,4,10,4,0,1,8,4,1,1,1,5.935,2,13,1,0,7,5.8177911181
3311969,0,9,4,1,2,5,5,2,3,5,7,1,3,0,0,8,2,,,1,3.0128571429,7,13,0,0,7,6.2201940374
3312017,6,6,2,1,2,6,6,10,4,5,7,10,4,0,0,8,2,2,2,1,2.63,4,12,0,0,7,5.3872015023
3312124,5,5,2,1,1,6,6,10,4,6,3,10,4,0,0,8,2,3,3,1,2.8175,4,5,0,0.25,7,4.632886321
3312207,6,2,1,1,2,7,9,11,5,6,4,13,1,0,1,8,4,1,1,1,1.99,1,15,0,0,7,9.0172436182
3312322,0,12,2,1,2,6,8,10,4,6,8,10,4,0,0,8,2,,,1,7.7,2,14,0,0,7,6.8167627595
3312397,0,6,2,1,2,6,2,10,4,6,2,10,4,0,0,8,2,,,1,2.9114285714,7,2,0,0,7,7.1752087801
3312710,6,11,2,1,2,5,7,1,3,4,7,2,3,2,0,8,2,5,5,1,3.53,1,13,0,0,7,6.8582698918
3312785,6,4,1,1,1,7,9,11,5,6,6,10,4,0,0,8,4,2,2,1,6.83,2,12,0,0,7,4.975891147
3312819,5,9,4,1,2,4,4,5,3,5,8,1,3,0,0,8,2,4,1,1,4.95,3,14,0.5,0,7,6.3821701902
3312926,6,5,2,1,1,6,4,10,4,6,4,10,4,0,0,8,2,2,2,1,6.3933333333,3,0,0,0,7,8.2901167532
3313023,6,11,2,1,2,6,7,10,4,6,7,10,4,0,0,8,2,5,4,1,4.08,10,4,0,0,7,6.8097476505
3313064,6,8,2,1,2,6,4,7,2,6,4,13,1,0,0,8,2,3,3,1,5.5,7,5,1,0,7,3.8235287757
3313130,6,8,2,1,2,7,9,11,5,6,4,10,4,1,0,8,4,2,2,1,3.1,4,9,0,0,7,3.3515977075
3313197,0,6,2,1,2,6,5,3,3,5,6,4,2,0,0,8,2,,,1,4.99,2,10,0,0,7,3.7282937796
3313247,6,6,2,1,1,6,6,9,2,6,5,9,2,0,0,8,2,2,2,1,5.966,5,9,1,0,7,1.2574342223
3313254,6,11,2,1,2,6,5,1,2,5,6,1,3,0,0,8,2,3,3,1,3.19,1,5,0,0,7,5.8115220746
3313304,6,5,2,1,2,6,3,10,4,6,4,10,4,0,0,8,2,2,1,1,3.954,5,2,0.4,0.2,7,6.4463017852
3313320,0,3,1,1,2,7,9,11,5,6,6,8,2,0,0,8,4,,,1,7.485,2,3,0,0,7,5.9997640037
3313387,0,1,1,1,1,7,9,11,5,6,6,10,4,0,0,8,1,,,1,4.79,1,11,1,0,7,5.1747651583
3313445,6,3,1,1,2,7,9,11,5,6,4,0,3,0,0,8,4,2,2,1,8.275,2,5,0,0,7,4.7435625944
3313502,0,12,3,1,2,6,6,13,1,5,6,1,3,1,1,8,2,,,1,10.07,4,6,0,0,7,4.5189694849
3313569,6,3,2,1,2,6,6,10,4,6,5,10,4,0,0,8,2,3,2,1,5.3775,4,2,0,0,7,6.1801047026
3313593,6,5,3,1,1,4,4,9,2,4,4,1,3,0,2,8,2,3,3,1,3.7925,4,2,0,0,7,6.5724777167
3313841,6,7,5,1,1,5,8,1,3,4,6,9,3,0,1,8,2,4,2,1,4.2309090909,11,4,0,0,7,7.5416993933
3313866,9,7,2,1,2,4,4,8,2,4,4,13,1,2,0,8,2,4,2,1,4.3133333333,3,4,0,0,7,4.8662562672
3313874,6,8,4,1,2,4,8,13,1,5,6,1,3,1,0,8,2,7,7,1,4.9166666667,6,1,0.3333333333,0,7,7.2407071341
3313890,5,8,2,1,2,6,5,10,4,6,7,10,4,0,0,8,2,4,2,1,8.3285714286,7,1,0,0,7,7.6615527611
3314013,6,1,1,1,1,7,9,11,5,6,4,10,4,0,0,8,4,4,3,1,3.9475,4,7,0.5,0,7,2.6473308271
3314047,6,7,2,1,2,6,4,10,4,6,2,10,4,0,0,8,2,3,3,1,2.99,2,12,0,0,7,5.8639738291
3314252,5,11,3,1,2,5,5,7,3,5,6,4,3,0,0,8,2,5,5,1,3.5366666667,6,4,0,0,7,4.9486787978
3314328,6,11,2,1,2,6,7,10,4,6,6,10,4,1,0,8,2,3,3,1,5.5466666667,6,2,0.25,0.25,7,6.1757522639
3314344,6,8,1,1,2,7,9,11,5,6,4,10,4,1,1,8,4,2,2,1,4.12375,8,2,0,0,7,7.0837076865
3314443,5,5,1,1,2,7,9,11,5,6,3,3,2,1,0,8,4,1,1,1,6.44,2,3,1,0,7,5.9085029078
3314476,6,8,2,1,2,6,8,10,4,6,8,1,2,0,0,8,2,4,4,1,8.655,6,0,0.8,0,7,8.5158278446
3314625,6,5,2,1,2,6,6,10,4,6,4,13,1,0,0,8,2,2,2,1,2.70125,8,4,0,0,7,6.1479713538
3314682,6,11,3,1,2,4,5,7,3,4,5,2,3,0,0,8,2,5,5,1,9.0538461538,13,9,0.5384615385,0,7,8.6176381094
3314740,6,11,3,1,2,4,7,3,2,4,5,1,2,1,3,8,2,3,3,1,5.8875,8,9,0,0.1428571429,7,3.2177551155
3314781,6,2,1,1,2,6,5,7,2,7,9,11,5,0,0,8,4,1,0,1,3.0766666667,3,8,0,0,7,3.6565057999
3314823,0,6,3,1,2,4,7,10,4,6,7,10,4,0,0,8,2,,,1,5.56,2,2,0,0,7,6.7615731113
3314922,5,12,2,1,2,4,6,13,1,4,6,2,3,0,4,8,2,4,4,1,7.755,4,8,1,0,7,2.017030785
3315275,0,3,2,1,1,7,9,11,5,6,4,9,2,0,2,8,4,,,1,2.96,3,13,0,0,7,6.2116162811
3315424,5,11,2,1,2,5,4,8,3,5,6,2,3,0,0,8,2,4,4,1,9.248,5,4,0,0,7,5.0983289199
3315481,6,7,4,1,2,4,4,7,3,4,6,7,3,1,0,8,2,3,3,1,3.63,2,17,0,0,7,9.7577669162
3315523,6,10,3,1,2,4,5,6,3,4,6,1,3,0,0,8,2,2,2,1,10.22,2,16,0,0,7,9.3997258065
3315572,0,8,2,1,2,5,6,9,3,5,6,4,3,1,1,8,2,,,1,6.9866666667,3,8,1,0,7,2.2588677404
3315796,6,8,2,1,2,6,4,13,1,6,4,10,4,0,0,8,2,3,3,1,5.9466666667,6,7,0.8,0,7,1.6220433184
3316067,5,3,1,1,2,7,9,11,5,6,8,10,4,0,0,8,4,1,1,1,4.99,1,10,0,1,7,4.6427863396
3316075,6,1,1,1,1,7,9,11,5,6,4,10,4,0,0,8,4,1,1,1,3.8225,8,3,0,0,7,6.3556790528
3316083,6,3,1,1,2,7,9,11,5,6,3,10,4,0,0,8,4,1,1,1,5.335,4,2,0,0,7,6.1856534297
3316216,6,12,4,1,2,4,5,13,1,4,7,1,3,2,3,8,2,6,6,1,4.42,6,9,0.25,0,7,2.2511281868
3316349,6,7,2,1,2,5,5,10,4,5,5,1,3,1,2,8,2,6,6,1,4.724,5,3,0,0,7,5.2587742225
3316489,6,8,2,3,2,5,4,4,3,5,5,10,4,0,0,8,2,2,2,1,2.64,4,9,0,0,7,3.7766658834
3316596,6,3,1,1,2,7,9,11,5,6,3,7,3,0,0,8,4,1,1,1,3.205,2,7,0,0,7,4.3113273865
3316729,0,1,5,1,2,6,4,7,2,4,5,4,2,1,2,8,2,,,1,6.58,1,9,1,0,7,4.1560967072
3316810,5,11,4,1,2,5,7,1,3,4,7,2,3,0,0,8,2,3,3,1,4.79,11,3,0,0,7,8.0082954491
3316844,6,5,2,1,2,6,5,10,4,6,4,13,1,0,1,8,2,2,1,1,3.3233333333,3,4,0,0.3333333333,7,5.3251211583
3316927,5,5,2,1,2,6,4,10,4,6,5,10,4,0,0,8,2,2,2,1,12.15,5,9,0,0,7,6.0660872128
3317362,6,9,2,1,1,6,6,10,4,6,6,13,1,0,0,8,2,3,3,1,6.715,4,4,1,0,7,4.2726365442
3317511,5,8,4,1,2,4,7,1,3,4,7,4,2,1,0,5,2,2,2,1,5.28,6,13,0,0,7,5.1414317104
3317602,6,5,2,1,2,6,2,10,4,6,5,10,4,0,0,8,2,2,1,1,4.61,3,3,0,0.6666666667,7,5.662423703
3317685,6,12,3,1,2,4,6,3,3,4,4,1,3,0,0,8,2,5,4,1,4.1366666667,12,4,0,0,7,8.3881461038
3317834,6,10,2,1,2,6,8,1,3,6,6,4,2,0,0,8,2,2,2,1,3.005,4,17,0,0,7,9.5390111372
3317842,5,6,2,1,2,6,6,10,4,6,4,10,4,0,2,8,2,5,5,1,4.184,5,4,0,0,7,4.5163033116
3317875,6,7,4,1,2,5,6,6,3,5,6,6,3,0,2,2,2,3,2,1,6.885,2,6,0,0,7,3.6687197654
3317909,6,4,2,1,2,6,4,10,4,6,5,10,4,0,0,8,2,2,1,1,5.98,1,10,0,0,7,4.4097809202
3317933,6,9,2,1,2,6,4,10,4,6,6,10,4,0,0,8,2,4,2,1,5.39,1,18,0,0,7,10.732157769
3318329,6,6,4,1,2,4,5,1,3,3,6,6,3,1,3,3,2,4,4,1,6.097,10,0,0,0,7,9.510625064
3318485,0,10,2,1,2,6,7,3,2,6,7,10,4,0,0,8,2,,,1,4.43,2,8,1,0,7,3.5098655251
3318501,6,12,2,1,2,5,7,3,3,5,6,3,3,0,0,8,2,8,8,1,6.049,10,3,0.1428571429,0.1428571429,7,7.14819366
3318642,6,8,2,1,2,7,9,11,5,5,8,13,1,1,0,8,3,4,4,1,4.7866666667,3,9,0,0,7,2.5755196649
3318709,5,7,2,1,1,6,6,10,4,6,7,10,4,0,0,8,2,2,2,1,7.3188888889,9,3,0.3333333333,0,7,6.5827249124
3318725,0,3,2,1,1,6,7,0,6,6,6,10,4,0,0,8,4,,,1,5.2957142857,7,3,0,0,7,5.5278272073
3318808,6,7,2,1,2,6,5,10,4,6,6,10,4,0,0,8,2,2,2,1,6.2355555556,9,1,1,0,7,8.1744354538
3318915,6,11,4,1,2,5,7,10,4,5,8,2,3,1,0,8,2,4,4,1,4.89,1,15,0,0,7,8.0941040983
3318923,6,12,2,1,2,6,7,2,3,6,6,13,1,0,0,8,2,3,3,1,4.575,2,5,0,0,7,4.5349872264
3318931,6,10,4,1,2,7,9,11,5,6,6,4,3,0,1,2,4,4,4,1,9.4833333333,3,9,1,0,7,4.0425670023
3318980,5,10,4,1,2,4,5,2,3,4,5,1,3,1,0,8,2,4,4,1,4.5333333333,3,14,0,0,7,6.4711156905
3319038,6,6,4,1,2,5,8,3,2,5,8,1,3,1,0,8,0,1,1,1,3.28,2,5,0,0,7,5.1339348665
3319244,6,12,2,1,2,5,8,10,4,6,8,10,4,1,0,8,2,2,2,1,5.15,3,10,0,0.3333333333,7,2.9485536932
3319319,6,8,2,1,2,6,6,7,3,4,6,1,3,0,0,8,2,2,2,1,4.98,1,11,0,0,7,5.0704215846
3319665,6,11,3,1,2,5,8,4,3,5,6,10,4,0,2,8,2,3,3,1,7.29,1,17,1,0,7,9.8760895409
3319772,0,10,2,1,2,6,8,10,4,6,8,1,2,0,1,8,2,,,1,5.4466666667,6,11,0,0,7,3.2211016088
3320036,6,10,2,1,2,5,6,10,4,5,6,13,1,1,0,8,2,4,4,1,7.66,2,18,0.5,0,7,10.486789416
3320135,6,11,2,1,2,4,4,9,3,4,6,9,3,2,0,8,2,3,2,1,4.99,1,15,0,0,7,8.0789743122
3320259,6,6,1,1,1,7,9,11,5,6,6,10,4,0,0,8,4,1,1,1,4.195,6,10,0,0,7,2.9733016724
3320390,6,5,2,1,1,6,5,10,4,6,5,10,4,0,0,8,2,3,3,1,2.85,3,8,0,0,7,3.8497748047
3320614,0,1,3,1,2,6,3,10,4,6,2,10,4,0,0,8,2,,,1,3.99,1,1,0,0,7,8.3709023807
3320838,5,11,3,1,2,4,7,6,3,4,7,2,3,1,0,8,2,7,7,1,3.8975,4,1,0,0,7,7.4709121434
3320853,6,12,2,1,2,5,6,1,3,5,6,2,3,1,2,8,2,4,2,1,8.1033333333,3,5,0,0,7,4.1129701039
3320978,5,5,1,1,1,7,9,11,5,6,4,10,4,0,0,8,4,3,3,1,2.435,2,8,0,1,7,4.8371961599
3321141,6,7,3,1,2,5,4,1,3,5,4,1,3,1,0,8,2,2,2,1,2.9793333333,15,12,0,0,7,11.26464011
3321265,0,8,2,1,2,5,5,3,3,5,4,3,2,1,0,8,2,,,1,5.935,4,7,0.75,0,7,1.5356794673
3321448,6,6,2,1,2,5,6,7,3,7,9,11,5,0,0,8,4,2,2,1,3.9166666667,6,1,0,0,7,7.4799252251
3321547,6,6,2,1,2,6,4,10,4,6,4,10,4,0,1,8,2,5,5,1,8.0766666667,12,7,0.2727272727,0,7,7.3866236635
3321604,6,12,3,1,2,5,8,1,3,5,8,10,4,0,0,8,2,4,5,1,4.99,2,5,0,1,7,4.4928625136
3321745,6,8,2,1,2,6,6,13,1,6,6,13,1,0,1,8,2,4,4,1,4.26625,8,2,0.25,0.125,7,7.0400683836
3321844,9,8,2,1,2,7,9,11,5,5,7,1,3,1,1,8,4,4,4,1,2.47,4,0,0,0,7,8.9121036313
3321893,6,2,1,1,1,7,9,11,5,6,2,10,4,0,0,8,4,1,1,1,8.9833333333,3,8,1,0,7,3.5180158642
3322008,6,10,2,1,2,5,5,6,3,4,5,4,3,0,1,8,2,4,4,1,4.48,3,2,0,0,7,6.5802282162
3322040,6,8,2,1,2,5,5,1,2,5,4,13,1,0,2,8,2,3,3,1,5.556,5,16,0,0,7,7.9749832887
3322107,6,5,2,1,2,6,6,10,4,6,4,10,4,0,0,8,2,3,2,1,3.495,4,4,0,0,7,4.9486170357
3322305,6,3,1,1,2,7,9,11,5,6,4,10,4,0,1,8,4,1,1,1,4.6542857143,7,2,0,0,7,6.5715647733
3322412,6,8,1,1,2,6,7,10,4,7,9,11,5,0,0,8,4,3,3,1,5.2566666667,3,16,0.3333333333,0.6666666667,7,8.2518453196
3322503,6,12,2,1,2,6,6,7,3,5,8,4,3,0,0,8,2,4,4,1,3.4975,4,0,0,0,7,8.5376374965
3322511,6,8,3,1,2,4,4,1,3,4,4,1,3,1,0,8,2,2,2,1,4.48,5,19,0,0,7,11.07942184
3322560,6,7,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,2,2,1,5.5833333333,3,9,0.6666666667,0,7,2.289288043
3323071,6,9,1,1,2,7,9,11,5,6,7,10,4,0,0,8,3,3,3,1,5.89,5,4,0.25,0,7,4.0634663538
3323279,6,10,1,1,2,7,9,11,5,6,7,10,4,0,0,8,4,3,3,1,6.78,3,14,1,0,7,6.3388700171
3323386,6,6,1,1,2,7,9,11,5,6,6,13,1,0,0,8,4,2,2,1,4.2266666667,3,0,0,0,7,8.5102545301
3323592,5,8,3,1,2,6,4,10,4,6,4,13,1,0,0,8,2,3,3,1,7.734,5,3,1,0,7,5.3509212995
3323667,5,6,2,1,2,6,6,10,4,6,4,8,2,0,0,8,2,4,4,1,5.0666666667,9,5,0.2222222222,0.2222222222,7,5.1936823416
3323741,0,6,5,1,2,5,7,7,3,5,4,13,1,1,1,8,2,,,1,3.56,2,1,0,0,7,8.0769251693
3323923,0,8,2,1,2,7,9,11,5,6,7,10,4,0,1,8,4,,,1,3.68,1,4,0,0,7,6.1809244578
3323949,0,3,1,1,2,7,9,11,5,6,4,13,1,0,0,8,4,,,1,5.08,8,4,0.6666666667,0,7,5.2106659344
3324038,6,7,2,1,2,6,7,10,4,6,4,10,4,0,0,8,2,2,2,1,5.60375,8,0,0.8571428571,0,7,8.6554636268
3324129,6,6,1,1,2,7,9,11,5,6,4,4,2,0,3,8,4,2,2,1,8.175,2,14,0,0,7,6.9392778612
3324145,6,4,1,1,1,7,9,11,5,6,6,10,4,0,0,8,4,1,1,1,0.99,2,9,0,0,7,6.0325722635
3324178,6,5,1,1,1,7,9,11,5,5,4,7,3,0,0,8,3,2,2,1,2.7566666667,3,5,0,0,7,4.9759247768
3324244,6,11,2,1,2,6,8,10,4,5,7,13,1,1,0,8,2,2,2,1,7.6866666667,3,16,1,0,7,8.3614227918
3324475,0,4,1,1,1,7,9,11,5,6,6,13,1,0,0,8,4,,,1,4.475,8,3,1,0,7,6.1926276459
3324509,5,5,1,1,2,7,9,11,5,6,7,10,4,0,0,8,3,3,2,1,2.39,1,16,0,0,7,9.6451001395
3324632,6,9,5,1,2,4,7,2,2,4,7,2,3,1,1,3,2,3,3,1,4.255,4,15,0,0.25,7,7.2712386628
3324715,0,12,2,1,2,5,7,3,3,5,7,1,3,1,0,8,2,,,1,7.99,2,11,1,0,7,4.6193691736
3324731,6,8,2,1,2,5,5,7,3,4,4,13,1,0,0,8,2,2,2,1,5.23,6,12,0.3333333333,0,7,4.1953891132
3324814,6,7,2,1,2,5,4,6,3,6,4,2,3,0,0,8,2,2,1,1,5.264,5,5,0.75,0,7,3.2301209293
3324897,5,7,3,1,2,7,9,11,5,4,7,2,3,1,0,8,3,5,4,1,3.9925,8,0,0.25,0,7,8.8824410307
3324913,6,7,2,1,1,6,6,10,4,6,6,7,2,0,1,8,2,3,3,1,3.38,2,4,0,0,7,5.7353759156
3325027,6,11,2,1,2,4,4,6,3,4,6,8,3,0,2,8,2,2,2,1,3.3955555556,9,3,0,0,7,7.0488648263
3325050,6,11,2,1,2,5,5,10,4,5,6,4,2,0,0,8,2,4,3,1,6.438,10,5,0,0,7,5.9163509811
3325175,6,4,2,1,2,6,4,10,4,6,4,10,4,0,1,8,2,5,5,1,3.3233333333,3,11,0,0,7,4.5383056792
3325365,6,6,4,1,1,7,9,11,5,4,4,1,3,0,0,3,3,4,1,1,7.0633333333,3,2,0.5,0,7,6.427803197
3325431,6,12,3,1,2,5,8,2,3,5,8,1,3,0,0,8,2,2,2,1,8.6171428571,7,1,0,0,7,7.7480470759
3325597,5,5,2,1,2,6,5,10,4,6,4,10,4,0,0,8,2,2,2,1,5.0285714286,7,3,0.2857142857,0,7,5.5726491169
3325605,6,11,2,1,2,6,8,10,4,6,8,10,4,0,0,8,2,4,4,1,4.9885714286,7,4,0,0.5714285714,7,4.719437113
3325852,6,9,2,1,2,7,9,11,5,4,6,4,3,0,0,8,3,2,2,1,6.25,2,14,0,0,7,6.6418999674
3325993,6,8,2,1,2,6,7,13,1,6,8,10,4,0,0,8,2,2,2,1,5.06,3,6,0,0,7,3.044206223
3326199,9,6,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,1,2,1,4.44,1,10,0,0,7,4.731054229
3326223,6,7,3,1,2,6,5,10,4,6,4,10,4,0,1,8,2,3,3,1,10.28,1,12,0,0,7,6.939047745
3326306,6,7,3,1,2,6,4,10,4,5,4,10,4,0,0,8,2,1,1,1,4.3885714286,7,18,0,1,7,10.35185446
3326389,6,6,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,4,4,1,3.0266666667,3,4,0,0,7,5.4860728389
3326546,6,8,2,1,2,6,4,10,4,6,4,10,4,1,1,8,2,3,1,1,2.46,3,12,0,0,7,5.7568739616
3326686,0,6,3,1,2,6,7,10,4,6,6,10,4,0,0,8,2,,,1,4.435,6,0,0,0,7,8.3061846403
3326744,6,7,2,1,2,6,4,10,4,6,6,10,4,0,0,8,2,2,2,1,6.015,4,9,0,0,7,1.367613467
3326751,6,5,3,1,2,6,5,10,4,6,4,13,1,0,0,8,2,3,3,1,11.935,4,8,0,0,7,5.853439553
3326850,6,7,1,1,2,7,9,11,5,5,6,4,3,0,0,8,3,2,2,1,4.4325,4,6,0,0,7,2.8559471907
3327015,5,7,2,1,2,5,4,10,4,5,4,7,3,0,0,8,2,2,2,1,3.548,10,17,0.1,0,7,10.606108703
3327056,6,10,2,1,2,6,3,10,4,6,4,13,1,1,1,8,2,2,1,1,4.99,1,12,0,1,7,5.7747359422
3327072,5,12,3,1,2,4,5,4,3,5,5,4,3,0,0,8,2,6,5,1,5.144,5,1,0.75,0,7,7.1470088195
3327197,6,10,2,1,2,4,4,7,3,4,5,4,3,0,0,8,2,4,4,1,6.555,8,12,0.875,0,7,5.0530384672
3327239,6,4,2,1,2,6,4,10,4,6,6,10,4,0,0,8,2,1,11,1,3.49,1,8,0,0,7,4.7715687651
3327346,5,8,2,1,2,5,5,7,3,5,6,8,3,0,0,8,2,3,3,1,8.235,4,14,0,0,7,6.3733671068
3327395,6,6,2,1,2,6,5,1,3,6,6,10,4,0,0,8,2,2,1,1,4.705,4,15,1,0,7,7.2065944143
3327593,6,5,2,1,2,6,6,10,4,6,6,10,4,0,0,8,2,3,1,1,2.6266666667,3,7,0,0,7,4.1778712332
3327833,6,9,2,1,2,5,4,2,3,5,6,4,2,0,0,8,2,3,3,1,7.52,3,8,1,0,7,2.5029977752
3327916,0,9,2,1,2,4,3,10,4,6,2,10,4,0,0,8,2,,,1,6.76,5,2,1,0,7,6.1339709056
3328294,5,7,2,1,2,5,6,10,4,5,6,13,1,1,0,8,2,1,1,1,6.49,2,14,0,0,7,6.6493583641
3328500,6,7,4,1,2,6,2,10,4,6,4,13,1,2,0,8,2,5,5,1,6.7433333333,6,8,0.2,0,7,1.2109453487
3328567,6,10,2,1,2,4,4,7,3,4,4,2,3,0,2,8,2,2,2,1,2.5583333333,6,8,0,0,7,3.7643815965
3328674,0,11,2,1,2,5,6,1,3,5,7,1,3,1,0,8,2,,,1,4.069,10,3,0.1111111111,0.1111111111,7,7.4481498388
3328971,6,4,1,1,2,7,9,11,5,6,7,10,4,0,2,8,4,3,3,1,3.54,4,19,0,0.3333333333,7,11.301530069
3329011,6,10,2,1,2,6,7,10,4,5,7,10,4,0,0,8,2,1,1,1,4.985,2,9,0,0,7,3.3190178012
3329037,0,11,2,1,2,5,6,10,4,5,6,10,4,0,0,8,2,,,1,8.82,3,8,1,0,7,3.3885040994
3329128,6,2,2,1,2,6,2,13,1,6,2,10,4,0,0,8,2,1,1,1,4.5566666667,3,12,0,0,7,4.6912364243
3329235,6,3,1,1,2,7,9,11,5,6,7,10,4,0,0,8,4,1,1,1,3.68,1,3,0,0,7,6.8780645569
3329243,5,4,2,1,2,7,9,11,5,6,4,10,4,0,0,8,4,4,4,1,3.8533333333,3,3,0,0,7,5.8905115474
3329417,5,7,2,1,2,6,4,10,4,6,4,3,3,0,0,8,2,6,5,1,5.495,2,3,0.5,0,7,5.8939971307
3329490,5,7,2,1,2,6,8,10,4,6,7,10,4,0,0,8,2,1,1,1,9.98,3,3,0,0.3333333333,7,6.6302567176
3329672,6,1,1,1,1,7,9,11,5,6,3,10,4,0,0,8,4,2,2,1,1.985,2,0,0,0,7,9.5405576235
3329748,6,2,1,1,2,7,9,11,5,6,4,10,4,1,0,8,4,4,4,1,7.1188888889,9,0,0,0,7,9.0691653182
3329763,6,1,2,1,2,5,5,10,4,5,4,3,2,0,1,8,2,2,1,1,2.92,6,4,0,0,7,5.3018328191
3329805,5,8,2,1,2,6,6,10,4,6,4,13,1,0,1,8,2,3,2,1,8.08,4,9,1,0,7,2.4707456027
3329839,0,1,2,1,1,6,4,13,1,6,4,13,1,0,0,8,2,,,1,5.45,7,3,0,0,7,5.505716231
3329904,5,8,2,1,2,6,7,10,4,6,4,10,4,0,0,8,2,3,3,1,4.83,2,18,0.5,0,7,10.464765976
3329987,6,5,2,1,2,7,9,11,5,6,4,10,4,0,0,8,4,2,2,1,4.6133333333,12,4,0,0.2727272727,7,8.2865264057
3330019,6,4,2,1,2,6,6,10,4,6,3,10,4,0,0,8,2,3,3,1,2.4985714286,7,0,0,0,7,9.085550283
3330175,6,5,1,1,2,7,9,11,5,6,4,10,4,1,0,8,4,3,3,1,4.8833333333,3,12,0,0,7,4.5896217866
3330241,5,6,2,1,2,6,4,10,4,6,6,4,2,0,0,8,2,1,1,1,3.99,2,9,0,1,7,3.8880568613
3330266,6,9,2,1,2,5,7,1,3,4,6,3,2,2,0,8,2,3,3,1,7.304,5,12,1,0,7,4.1870161356
3330282,6,7,2,1,2,6,4,10,4,6,3,10,4,0,0,8,2,3,2,1,3.65,1,11,0,0,7,5.5340872275
3330324,6,7,1,1,2,7,9,11,5,6,5,13,1,0,0,8,4,4,3,1,5.34,2,14,0,0,7,6.692194084
3330365,6,11,2,1,2,5,5,1,3,5,6,6,3,2,1,8,2,2,2,1,5.38,2,11,0,0,7,4.2465301437
3330373,5,7,2,1,2,6,5,10,4,6,3,13,1,0,0,8,2,2,2,1,4.99,1,12,0,1,7,5.7747359422
3330381,6,5,3,1,2,5,4,7,3,4,4,8,2,2,0,8,2,2,3,1,4.692,5,7,0,1,7,2.0243497183
3330464,6,2,1,1,1,7,9,11,5,6,5,10,4,0,0,8,4,1,1,1,6.5,2,1,0,0,7,7.653226822
3330639,6,4,2,1,2,6,3,10,4,6,3,10,4,0,0,8,2,2,2,1,3.88,1,1,0,0,7,8.4001352017
3330720,6,11,2,1,2,6,8,10,4,6,4,10,4,0,0,8,2,3,3,1,3.796,5,4,0,0.2,7,4.6985951052
3330993,9,5,6,1,1,7,9,11,5,5,5,6,3,1,2,3,1,2,2,1,2.5,1,4,0,0,7,6.7421977665
3331009,6,12,6,1,2,4,5,1,3,4,6,1,2,3,3,2,2,6,0,1,5.9866666667,3,12,0,1,7,4.4970033152
3331108,0,5,2,1,1,6,5,10,4,7,9,11,5,0,0,8,1,,,1,6.54,4,5,1,0,7,3.3149765872
3331124,6,6,2,1,2,6,5,10,4,6,4,10,4,1,0,8,2,2,2,1,5.568,5,8,0.3333333333,0,7,0.624227102
3331207,6,6,2,1,2,6,7,10,4,6,6,13,1,0,0,8,2,2,2,1,4.53,2,1,0,0,7,7.8183678974
3331397,6,4,3,1,1,6,4,13,1,6,4,10,4,0,0,8,2,3,3,1,5.6322222222,9,2,0.1111111111,0,7,7.3059784579
3331447,6,1,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,1,1,1,4.99,6,5,0,0,7,3.4441828258
